,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
118,Illinois State,35,28,7,0.8,10.3,2.71,,17,1,,16,1,,9,4,,69.1,61.3,,40.1,24.7,56.3,0.439,8.4,22.8,0.369,11.3,16.9,0.664,10.5,36.9,13.8,7.14,4.86,12.2,17.7
119,Illinois-Chicago,36,17,19,0.472,-5.95,-3.63,,7,11,,10,8,,5,9,,76.4,76.5,,40.4,26.1,58.7,0.444,7.56,20.7,0.365,16.6,23.4,0.711,11.7,39.7,14.6,5.47,5.08,16.4,18.8
120,Incarnate Word,29,12,17,0.414,-12.14,-5.62,,7,11,,10,5,,2,12,,76.3,80,,40.2,25.4,55.8,0.455,8.03,20.7,0.388,17.5,25.2,0.694,7.9,32.8,12.5,5.79,4.69,13.5,20.1
121,Indiana,34,18,16,0.529,14.63,8.16,,7,11,,14,4,,2,8,,79.7,73.3,,40.9,28.2,58.9,0.479,8.68,22.8,0.38,14.6,20.1,0.729,12.1,39.1,14.4,6.15,4.62,15.2,20.1
122,Indiana State,31,11,20,0.355,-1.02,3.18,,5,13,,8,6,,3,10,,70,72.7,,41.1,24.6,59.1,0.416,8.19,23.5,0.349,12.6,18.6,0.681,8.48,35.8,13.5,6.58,4.06,12.8,21.3
123,Iona ,35,22,13,0.629,1.08,-2.47,,12,8,,8,4,,7,7,,80.4,76.8,,40.4,28,61.6,0.454,9.77,24.6,0.397,14.7,19.1,0.768,9.63,35.7,15.5,6.83,3.09,12,19.1
124,Iowa,34,19,15,0.559,10.01,7.54,,10,8,,15,5,,3,7,,80.5,78.1,,41,28.4,62.4,0.455,8.82,23.3,0.379,15,21.8,0.688,12,38.4,17.7,7.41,3.82,13.9,17.9
125,Iowa State ,35,24,11,0.686,20.51,11.94,,12,6,,12,3,,5,6,,80.8,72.3,,40.7,29.5,62.5,0.472,9.83,24.6,0.4,12.1,17.3,0.7,9.09,34.8,15.8,7.77,3.54,10.1,15.9
126,IU Indy,32,14,18,0.438,-4.29,-1.62,,7,9,,8,4,,5,13,,78.1,78.7,,40.3,27.6,61.2,0.451,9,23.2,0.388,13.9,20.4,0.683,10.9,34.5,14.2,6.78,2.72,12.5,20.5
127,Jackson State,32,14,18,0.438,-15.42,-11.55,,10,8,,10,4,,4,13,,64.6,66.9,,40.3,22.4,58.1,0.385,6.81,22.8,0.299,13,19.3,0.674,13.3,36.3,10.9,6.16,2.59,12.2,20.3
128,Jacksonville,33,17,16,0.515,-10.21,-8.45,,5,9,,7,7,,8,9,,77.5,75.1,,40.2,26.6,57.1,0.466,9.91,24.6,0.403,14.4,19.5,0.736,9.15,32.8,13.5,8.03,1.91,12.8,18.8
129,Jacksonville State ,35,20,15,0.571,-2.85,-3.24,,9,7,,5,5,,10,9,,69.5,67.9,,40.3,24.5,53.4,0.459,7.37,19.6,0.377,13.2,18.5,0.714,10.1,35.5,14.1,4.49,3.83,13.6,17.9
130,James Madison,33,10,23,0.303,-5.64,-1.83,,7,11,,6,9,,3,13,,66.5,69.7,,40.5,23.3,52.5,0.444,6.3,19.1,0.331,13.5,18.8,0.717,9.39,34.3,11.7,5.88,2.7,14.2,20.2
131,Kansas ,36,31,5,0.861,23.53,12.23,,16,2,,14,1,,10,1,,83.2,71.9,,40.4,29.8,60.9,0.488,8.83,21.9,0.404,14.9,21.9,0.678,11.9,38.7,16.2,6.94,4.5,12.7,17.8
132,Kansas City,35,18,17,0.514,-4.97,-1.06,,8,6,,12,5,,4,10,,76.9,78.7,,40.1,26,59.3,0.439,9,24.2,0.371,15.8,22.2,0.713,10.1,34.7,12.9,6.74,2.63,14.6,22.1
133,Kansas State ,35,21,14,0.6,14.8,10.48,,8,10,,11,5,,5,6,,72.1,67.8,,40.1,24.8,53.8,0.461,7.06,19.5,0.362,15.4,22.1,0.694,9.43,32.3,14.9,7.74,3.71,12.9,18
134,Kennesaw State,32,14,18,0.438,-8.44,-5.97,,7,7,,8,5,,6,13,,75,76.8,,40,27.9,60.4,0.462,6.44,15.5,0.416,12.8,18.6,0.691,11.2,35.8,15.8,5.09,2.97,13.5,19.2
135,Kent State ,36,22,14,0.611,0.88,-1.63,,10,8,,10,6,,7,5,,77,73,,40.7,27.4,63.9,0.428,7.14,22.3,0.32,15.1,21,0.719,15,40.4,12.5,6.39,3.72,12.9,19
136,Kentucky ,38,32,6,0.842,23.88,10.49,,16,2,,15,2,,7,3,,84.9,71.5,,40.1,29.8,63.1,0.473,7.03,19.9,0.353,18.2,25.8,0.704,12.4,39.8,15.4,6.03,5.26,11.7,18.8
137,La Salle,30,15,15,0.5,1.91,2.94,,9,9,,11,4,,4,8,,75.5,76.6,,40.7,25.4,55.5,0.457,8.5,23.3,0.364,16.3,21.3,0.766,8.3,32.4,14.2,6.37,2.13,13.1,18.6
138,Lafayette,30,9,21,0.3,-14.68,-3.5,,5,13,,5,10,,4,11,,66.5,76.1,,40.2,23.7,55.2,0.43,7.37,22.1,0.334,11.7,16.4,0.711,6.83,31.9,12.6,4.93,2.83,14.5,17.1
139,Lamar,34,19,15,0.559,-7.36,-7.93,,10,8,,12,3,,6,11,,77.1,71.6,,40.4,26.7,58.1,0.459,7.79,21.5,0.362,16,23.9,0.669,11.4,35,14.1,7.97,2.79,13.4,21.6
140,Lehigh,32,20,12,0.625,1.54,-3.3,,12,6,,12,2,,8,10,,76,70.7,,40.5,26.8,55.9,0.479,8.44,21.5,0.392,14,18.1,0.772,7.25,34.4,14.6,6.72,3.09,14.1,16.8
141,Liberty,35,21,14,0.6,-5.51,-6.16,,14,4,,14,5,,7,8,,66.6,63.4,,40.4,22.3,51.1,0.436,9.11,25.4,0.359,13,17.5,0.742,4.94,28.3,12.9,6.54,1.86,10.4,19.1
142,Lipscomb,33,20,13,0.606,-1.55,-4.45,,11,3,,11,5,,9,6,,85,77.6,,40.2,28.5,59.9,0.475,10.3,28.1,0.366,17.8,24.6,0.723,10.3,36.8,18.2,6.61,3.15,15.2,21.3
143,Little Rock,32,15,17,0.469,-6.07,-3.8,,6,12,,9,6,,4,9,,68.4,68.3,,40.3,24.2,54.7,0.443,6.47,18.7,0.346,13.5,18.2,0.741,9.53,33.1,11.8,5.72,3.75,12.9,18.5
144,Long Beach State,34,15,19,0.441,-5.98,-0.6,,9,7,,10,2,,3,15,,75,78.4,,40.7,26.3,59.9,0.44,6.35,18.1,0.351,16,22.1,0.724,11.6,35.6,13.1,5.85,2.71,14.4,20.1
145,Long Island University,32,20,12,0.625,-7.8,-8.51,,13,5,,8,5,,9,6,,71.2,69.3,,40.5,25.1,57.7,0.435,5.75,16.7,0.345,15.3,22.2,0.687,13.2,38.8,10.9,5.81,3.34,14.4,20
146,Longwood,30,6,24,0.2,-21.23,-6.16,,3,15,,5,9,,1,15,,67.3,80.3,,40,24.6,55.3,0.445,6.2,18.9,0.327,11.9,16.2,0.731,7.27,30.7,10.8,5.83,4.13,15.2,18
147,Louisiana,33,21,12,0.636,-0.64,-3.28,,10,8,,12,4,,8,7,,81.9,76.3,,40.2,28.6,61.3,0.467,7,20.4,0.343,17.7,25.4,0.695,13.4,37.9,14.4,7.06,2.76,13.3,18.8
148,Louisiana State,31,10,21,0.323,0.53,8.69,,2,16,,8,8,,1,10,,74.8,83,,40,27.5,61.1,0.451,6.32,18.8,0.336,13.5,19.3,0.696,11.5,36,12.8,6,3.55,14.5,19.1
149,Louisiana Tech,33,23,10,0.697,5.2,-4.35,,14,4,,15,2,,6,7,,77.5,66.8,,40.2,27.6,59.2,0.467,7.79,21.5,0.361,14.5,20.4,0.709,10.2,37.7,16.5,6.76,5.33,12.3,15.7
150,Louisiana-Monroe,33,9,24,0.273,-7.88,-2.56,,2,16,,6,8,,2,12,,66.6,69.7,,40.9,24.7,58.1,0.425,7.18,21.6,0.332,10.1,15.1,0.669,10.6,35.6,13.4,4.67,2.21,13.1,17.5
151,Louisville ,34,25,9,0.735,22.47,11.15,,12,6,,16,1,,5,5,,77.3,66,,40.3,28,61.3,0.457,7,19.7,0.355,14.3,20.8,0.686,13.4,39.5,13.6,6.68,5.47,11,19.2
152,Loyola (IL),32,18,14,0.563,5.15,1.02,,8,10,,13,3,,3,9,,73.4,66.8,,40.6,26.6,54.8,0.486,8.09,20.8,0.389,12,17,0.709,6.81,31.3,14.8,6.81,2.38,11.8,17
153,Loyola (MD),33,16,17,0.485,-6.32,-3.6,,8,10,,10,4,,6,11,,65.9,68.2,,40.3,22.8,54.3,0.42,5.36,16.3,0.329,14.9,21.5,0.692,11.6,33.7,11.7,7.27,3.42,15,19.3
154,Loyola Marymount,30,15,15,0.5,-0.47,1.6,,8,10,,10,7,,5,7,,70.4,70.8,,40.2,26,58.5,0.444,7.23,20.5,0.353,11.3,18.2,0.62,11.1,34.1,14.8,7.6,4,13.2,20.3
155,Maine,32,7,25,0.219,-16.33,-4.01,,3,13,,4,9,,3,14,,64.7,75,,40,23.3,57.9,0.403,6.63,20.8,0.319,11.4,17.4,0.654,10.2,35.1,11.8,5.16,1.97,13.1,17.6
156,Manhattan,32,10,22,0.313,-9.67,-2.61,,5,15,,7,7,,3,13,,70.6,77.7,,40.8,23.6,56.7,0.416,6.53,19.9,0.329,16.9,23.2,0.729,11.1,34.9,10.9,7,3.22,16.6,24.7
157,Marist,32,8,24,0.25,-12.33,-2.74,,5,15,,5,8,,2,14,,69.5,79.1,,40.3,23.4,54.6,0.429,7.66,23,0.333,15,20.7,0.725,7.34,31.2,11,4.56,2.59,12.8,19.6
158,Marquette ,32,19,13,0.594,15.26,8.6,,10,8,,14,3,,4,6,,82.2,75.6,,40.2,28.7,59,0.487,10.5,24.5,0.429,14.3,18.3,0.781,8.75,33.1,16.4,7.22,3.59,12.4,19.4
159,Marshall,35,20,15,0.571,0.18,-1.05,,10,8,,13,3,,4,11,,85.6,84,,40.4,29.2,63.9,0.456,10.2,27.5,0.37,17.1,23.3,0.734,9.29,36.9,16.5,6.03,4,12.4,18.4
160,Maryland ,33,24,9,0.727,12.79,8.29,,12,6,,13,5,,8,2,,73.9,68.1,,40.2,25.1,55.8,0.449,8.24,22.9,0.359,15.5,22.2,0.699,10.6,35.5,14.3,5.45,4.67,12.9,18.6
161,Maryland-Baltimore County,34,21,13,0.618,-3.84,-5.87,,9,7,,13,5,,8,8,,81.1,77.2,,40.9,28.1,60,0.469,9.71,24.7,0.393,15.1,20.3,0.745,9.03,35.3,14.9,6.59,2.35,12.1,18.4
162,Maryland-Eastern Shore,34,14,20,0.412,-13.77,-7.61,,9,7,,7,4,,5,14,,71.4,76,,40.6,25.1,59.2,0.424,7.71,22.5,0.342,13.4,19.6,0.683,10.3,33.6,13.2,5.62,2.62,12.9,19.6
163,Massachusetts,33,15,18,0.455,1.63,1.66,,4,14,,11,7,,3,10,,71.8,71.9,,40,25.7,58.8,0.437,7.09,23.9,0.297,13.4,20.3,0.66,10.1,35.9,16,7.58,5.12,14.8,21.9
164,Massachusetts-Lowell,31,11,20,0.355,-10.13,-6.4,,5,11,,8,6,,2,14,,78.4,81.2,,40.5,28.3,58.9,0.481,8.32,21.4,0.39,13.5,18.3,0.735,9.03,33.5,16,5.52,2.06,15.3,20.1
165,McNeese State,29,7,22,0.241,-14.28,-4.12,,4,14,,4,10,,3,12,,70.4,79,,40.2,24.7,58.5,0.421,6.72,20.2,0.332,14.4,21,0.685,9.83,33.7,10.4,5.48,3.14,13.9,19.8
166,Memphis,32,19,13,0.594,6.47,3.19,,9,9,,14,4,,4,7,,74,70.7,,40.3,26.6,60.2,0.442,5.66,19.2,0.295,15.1,22.1,0.683,11.7,36.6,15.9,6.91,4.69,11.5,16.7
167,Mercer,32,15,17,0.469,-1.12,-0.92,,9,9,,8,7,,6,7,,70.9,68.3,,40.5,24.6,55.4,0.444,7.63,21.8,0.35,14,17.9,0.782,11.5,36.7,13.5,4.19,2.31,11.5,17.1
168,Miami (FL) ,33,21,12,0.636,14.48,9.57,,10,8,,14,2,,4,6,,69,64.1,,40.2,24.6,54.5,0.452,6.33,17.8,0.356,13.4,18.7,0.718,11,35.6,11.8,6.45,3.79,12.6,15.5
169,Miami (OH),32,11,21,0.344,-8.16,-2.1,,4,14,,10,8,,1,13,,70.3,74.5,,40.3,24.6,56.7,0.434,6.22,20.2,0.308,14.9,21.5,0.691,9.31,34.1,11.4,7.44,3.91,14.6,20.1
170,Michigan ,38,26,12,0.684,18.8,10.17,,10,8,,15,3,,3,8,,75,66.4,,40.4,26.4,54.6,0.483,9.5,24.7,0.385,12.8,16.4,0.779,7.37,29.2,13.9,5.79,2.84,9.16,15
171,Michigan State ,35,20,15,0.571,13.67,10.5,,10,8,,14,2,,2,7,,71.9,68.7,,40.1,25.9,55.1,0.47,7.8,20.9,0.373,12.3,18.5,0.669,9.37,36.4,16.9,4.31,4.63,14,20
172,Middle Tennessee ,36,31,5,0.861,9.8,-0.48,,17,1,,13,2,,11,2,,74.9,63.9,,40.1,28.2,57.7,0.488,6.33,17.3,0.367,12.3,17.5,0.699,9.86,35.4,15.3,6.72,2.78,10.4,18.2
173,Milwaukee,35,11,24,0.314,-7.37,-2.17,,4,14,,5,8,,2,13,,67.1,71.3,,40.9,24.6,55.7,0.441,7.77,22.3,0.348,10.1,15.4,0.66,8.37,31.6,13.3,4.69,1.51,11.7,18.3
174,Minnesota ,34,24,10,0.706,14.56,8.82,,11,7,,17,3,,5,5,,75.2,69.4,,40.9,26.1,59.9,0.435,6.15,17.9,0.343,16.9,23.7,0.711,11.1,39.4,14.9,5.71,6.68,11.6,17
175,Mississippi,36,22,14,0.611,9.65,7.99,,10,8,,13,6,,6,6,,78,76.3,,40.3,25.4,60.1,0.423,7.86,22.6,0.347,19.3,25.7,0.752,12.7,39.5,12.9,6.75,4.14,14.3,19.5
176,Mississippi State,32,16,16,0.5,7.12,5.9,,6,12,,10,7,,2,8,,72.5,71.3,,40.2,25.7,57.8,0.444,7.72,22.2,0.347,13.5,19.6,0.687,9.69,35.3,12.1,7.47,4.09,13.5,19.9
177,Mississippi Valley State,32,7,25,0.219,-20.54,-7.11,,7,11,,5,4,,2,20,,69.8,83.3,,40.5,25.6,60.7,0.421,5.44,15.9,0.343,13.2,20.3,0.65,12,34.6,11.7,6.81,1.88,14.4,19.5
178,Missouri,32,8,24,0.25,2.98,6.73,,2,16,,6,11,,0,9,,69.2,72.9,,40.3,23.3,59.2,0.393,7.03,23.1,0.304,15.6,22.9,0.683,11.2,36.5,12.1,6.25,2.13,12,20.2
179,Missouri State,33,17,16,0.515,2.84,1.18,,7,11,,11,6,,4,8,,72.8,69,,40.8,25.4,57.4,0.442,8.18,22.5,0.363,13.8,19.8,0.701,11.4,36.7,12.2,5.33,3.85,12.3,17.7
180,Monmouth,34,27,7,0.794,4.94,-2.62,,18,2,,13,2,,12,4,,81.2,73.6,,40.4,27.3,62.6,0.437,8.91,23.9,0.373,17.6,23.3,0.757,11.2,38.5,12.7,6.91,4.56,12.5,20.5
181,Montana,32,16,16,0.5,-2.67,-4.02,,11,7,,8,5,,7,8,,74.7,73.4,,40.3,26.3,58.7,0.449,7.44,20.8,0.357,14.6,19.4,0.752,9.69,33.9,13,5.66,2.84,10.8,21.8
182,Montana State,32,16,16,0.5,-6.14,-5.88,,11,7,,12,5,,4,10,,80,79.1,,41.3,26.8,61.5,0.435,10,26.7,0.375,16.5,22.6,0.73,10.5,36.5,13.2,5.66,2.31,12.3,22.9
183,Morehead State,30,14,16,0.467,-3.6,-1.85,,10,6,,10,4,,4,11,,79,77,,40.5,29.3,63.5,0.461,7.3,18.9,0.386,13.2,18.1,0.726,13.2,37.6,16.1,6.73,3.17,13.5,21.1
184,Morgan State,30,14,16,0.467,-15.03,-11.2,,11,5,,9,5,,5,10,,67.5,70.7,,40.3,23,59.8,0.385,5.3,18,0.294,16.1,22.7,0.711,14.1,38.9,10.7,5.67,3.37,14,20.1
185,Mount St. Mary's ,36,20,16,0.556,-4.29,-3.51,,14,4,,11,4,,8,11,,67.9,68.7,,40.1,24.4,54.9,0.444,7.25,20.3,0.358,12,17.8,0.673,7.67,30.1,11.2,6.17,3.94,13.1,17.8
186,Murray State,33,16,17,0.485,-3.06,-4.41,,8,8,,10,4,,3,11,,80,77.1,,40.9,27.2,61.8,0.441,8.76,24.3,0.36,16.7,22.8,0.735,12.1,37.7,13.9,6,2.27,12.2,20
187,Navy,32,16,16,0.5,-4.11,-3.92,,10,8,,11,5,,5,9,,64.9,64.2,,40.2,23,54.4,0.422,6.44,20.9,0.307,12.5,19.5,0.641,13.3,35.4,13.5,7.09,2.06,14.5,18.6
188,NC State,32,15,17,0.469,6.09,8.09,,4,14,,11,7,,2,8,,77.6,79.6,,40.3,27.8,59.3,0.468,7.06,19.8,0.356,15,21.5,0.7,10.3,36.3,14.3,5.06,4.38,13.4,18.2
189,Nebraska,31,12,19,0.387,6.47,10.74,,6,12,,8,8,,3,8,,69.9,73,,40.6,25.6,61.5,0.416,5.77,18.1,0.32,13,18.3,0.71,13.3,38.3,11.4,6.81,3.74,13.3,18.6
190,Nevada ,35,28,7,0.8,10.49,2.03,,14,4,,13,1,,8,4,,79.8,71.3,,40.1,26.7,59.5,0.448,9.14,23.9,0.382,17.3,24.5,0.705,11,38.6,16,5.4,4.34,11,16.6
191,Nevada-Las Vegas,32,11,21,0.344,-3.75,2.59,,4,14,,9,10,,2,9,,68.8,75.2,,40.5,23.3,59.2,0.395,6.66,20.8,0.32,15.5,22.2,0.696,11.4,37.8,12.9,5.91,2.66,12.8,16.8
192,New Hampshire,32,20,12,0.625,-3.57,-4.46,,10,6,,11,4,,9,8,,71.2,66.2,,40.6,24.5,55.8,0.438,8,22.7,0.352,14.2,19.6,0.725,10.1,38.3,12.4,4.03,1.84,12.5,15.8
193,New Mexico,31,17,14,0.548,3.04,2.07,,10,8,,11,4,,5,7,,73.6,72.7,,40.2,25.1,54.6,0.46,4.68,14.3,0.327,18.8,25.2,0.746,8.84,34.5,13.5,6.1,3.52,13,19.7
194,New Mexico State ,34,28,6,0.824,4.66,-3.82,,11,3,,17,1,,8,4,,78.8,67.9,,40.1,26.9,57.6,0.467,7.41,22,0.337,17.6,24.8,0.712,12.8,39.4,14.9,4.88,3.76,13.7,18.4
195,New Orleans ,32,20,12,0.625,-4.1,-5.34,,13,5,,11,3,,7,8,,72.8,69.2,,40.6,25.9,54.8,0.473,4.34,13.7,0.317,16.6,23.4,0.71,12.1,35.6,15.6,7.88,3.03,16.7,17.6
196,Niagara,33,10,23,0.303,-8.34,-4.37,,6,14,,5,8,,3,13,,74.2,78.2,,40.5,25.6,61.7,0.416,7.39,20.2,0.366,15.5,20.7,0.75,11.8,38.2,12.6,5.21,4.61,13,18.3
197,Nicholls State,31,14,17,0.452,-14.57,-5.23,,7,11,,10,3,,4,14,,74.7,79.5,,40.5,24.9,58.2,0.427,8.97,26,0.345,16,21.6,0.739,9.77,32.9,13.9,7.55,6.13,14.5,19.3
198,NJIT,31,11,20,0.355,-10.12,-4.22,,3,11,,8,4,,2,15,,72.7,74.8,,40.2,25.4,59.9,0.423,8.32,25,0.333,13.6,19.3,0.703,11.5,36.6,12.7,6.55,2.87,13.5,19.3
199,Norfolk State,34,17,17,0.5,-12.07,-8.57,,12,4,,10,2,,5,12,,69.8,71.5,,40.6,24.3,57.3,0.424,6.62,19.5,0.339,14.6,21.4,0.681,10.7,38.4,11,5.09,5.29,14.8,20.7
200,North Carolina ,40,33,7,0.825,24.84,11.76,,14,4,,16,0,,6,5,,84.4,70.6,,40.1,30.6,65.8,0.466,7.08,19.9,0.355,16.1,22.9,0.701,15.8,43.7,18.1,7.08,3.48,11.8,17.8
201,North Carolina A&T,32,3,29,0.094,-23.07,-9.61,,1,15,,3,10,,0,18,,64.3,76.1,,40.6,22.8,53.6,0.424,6.25,19.1,0.328,12.5,18.3,0.681,10.9,34.4,11,4.5,2.16,14.6,19.7
202,North Carolina Central ,34,25,9,0.735,-3.18,-12.12,,13,3,,11,2,,11,6,,74.8,63.5,,40,26.8,59,0.454,7.5,22.4,0.335,13.7,20.1,0.683,11.7,38.6,14.1,6.15,3.29,11.9,17.3
203,North Dakota ,32,22,10,0.688,-1.83,-5.45,,14,4,,11,2,,7,6,,80.6,73.7,,40.6,28.9,60,0.483,7.13,18.3,0.39,15.6,21.8,0.713,9.28,35.8,15.2,7.84,2.91,13.1,21
204,North Dakota State,30,19,11,0.633,-1.31,-2.63,,11,5,,11,2,,7,7,,74.8,71.5,,40.5,25.8,56.4,0.458,7.73,21,0.368,15.4,21.7,0.711,8.6,34.9,12.2,6.1,3.7,11.6,16.7
205,North Florida,34,15,19,0.441,-7.78,-1.65,,8,6,,10,5,,4,13,,77.6,78.6,,40,27.2,59.6,0.457,8.68,24.7,0.351,14.4,22,0.655,12.4,38.9,13.1,5.44,4.21,15.9,18.8
206,North Texas,30,8,22,0.267,-11.14,-3.32,,2,16,,7,11,,1,11,,69.2,75.3,,40.2,24.7,58.2,0.424,6.2,19.4,0.32,13.6,21.1,0.646,10,35.8,11.3,6.63,3.17,13.7,18.9
207,Northeastern,31,15,16,0.484,-0.78,-0.91,,8,10,,7,4,,7,10,,72.1,71.9,,40.5,24.7,54.3,0.456,8.61,23.5,0.367,14,20.5,0.681,8.52,33.5,13.4,5.48,3.61,12.6,16.8
208,Northern Arizona,32,9,23,0.281,-13.92,-5.95,,6,12,,5,7,,2,12,,69.3,76.1,,40.2,24,59.1,0.406,7.47,23.3,0.32,13.8,20.1,0.683,12,38.1,13.8,4.44,1.97,14.5,18.4
209,Northern Colorado,29,11,18,0.379,-9.27,-4.2,,7,11,,6,6,,4,11,,71.6,74.7,,40.3,25.2,57.4,0.439,8.76,25.2,0.347,12.3,20.3,0.605,10.7,37.1,13.5,5.07,2.21,14,19.4
210,Northern Illinois,32,15,17,0.469,-3.29,-2.05,,7,11,,9,8,,6,9,,72.2,70.7,,40.9,25.9,59.1,0.438,5.03,16.1,0.312,15.4,22.8,0.677,12.5,37.8,10.8,7.06,2.5,13.4,19.3
211,Northern Iowa,30,14,16,0.467,1.29,5.22,,9,9,,9,4,,3,9,,61.8,64.4,,40.5,20.7,52,0.399,7.63,23.4,0.326,12.7,17.3,0.733,6.07,29.3,9.93,6.57,2.8,11.4,15.5
212,Northern Kentucky ,35,24,11,0.686,-0.17,-2.84,,12,6,,12,2,,8,7,,76,71.6,,40,26.5,58.2,0.456,8.57,24.5,0.349,14.4,21.1,0.68,11.2,37.7,13.9,5.71,2.8,13.4,17.8
213,Northwestern ,36,24,12,0.667,14.02,8.43,,10,8,,14,4,,5,5,,71.1,65.5,,40,25.4,58.1,0.436,7.08,20.7,0.342,13.3,17.7,0.748,10.7,36.2,15,5.25,4.86,10.6,19.2
214,Northwestern State,29,13,16,0.448,-12.03,-6.07,,7,11,,7,6,,5,10,,76,79.3,,40.3,25.9,58.6,0.442,7,19.1,0.366,17.2,24.9,0.69,11.6,36.2,14,6.76,2.66,15.1,19.6
215,Notre Dame ,36,26,10,0.722,17.81,9.78,,12,6,,16,2,,5,4,,77.3,69.3,,40.1,27.2,59.4,0.458,9.28,24.1,0.384,13.6,17,0.8,9.28,33.7,15.7,7.08,3.72,9.47,14.8
216,Oakland,34,25,9,0.735,4.22,-3,,14,4,,13,4,,11,3,,79.4,71.1,,40.1,27.5,60.5,0.455,7.26,21.7,0.335,17.1,22.5,0.761,10.4,38.9,16.9,7.82,5,13.6,17.4
217,Ohio,31,20,11,0.645,3.9,-2.56,,11,7,,12,4,,7,6,,77,69.9,,40,26.9,59.3,0.455,9.19,23.9,0.384,13.9,20.2,0.69,9.16,36.8,13.4,5.87,2.84,12.5,17.7
218,Ohio State,32,17,15,0.531,10.31,7.28,,7,11,,13,6,,4,7,,72.8,69.8,,40.2,25.8,55.8,0.463,6.59,18.5,0.356,14.5,21.3,0.682,10.1,37.2,13.6,5.19,3.78,13.2,17.6
219,Oklahoma,31,11,20,0.355,11.42,12.62,,5,13,,8,7,,1,9,,73,74.2,,40.8,25.4,60.1,0.423,6.19,18,0.344,15.9,22.1,0.721,11.6,37.8,10.6,6.87,4.74,13.8,19.4
220,Oklahoma State ,33,20,13,0.606,19.19,12.22,,9,9,,11,5,,7,5,,85.7,78.5,,40,29,62.1,0.467,8.91,22.2,0.402,18.8,23.8,0.789,13.8,36.8,14.7,7.64,3,13.1,22.1
221,Old Dominion,31,19,12,0.613,1.94,-1.35,,12,6,,11,4,,7,5,,64.5,61.2,,40.3,23.5,56.9,0.412,5.06,15.6,0.324,12.5,19.4,0.643,13.3,38.4,13.6,6.32,4.58,11.2,18.3
222,Omaha,32,18,14,0.563,-2.24,-1.11,,9,7,,8,4,,8,9,,83.9,83.5,,40.5,28,61.6,0.454,9.28,23.9,0.388,18.7,25,0.748,10.6,35.9,13.8,8.19,3.34,13.9,19.3
223,Oral Roberts,30,8,22,0.267,-5.51,1.24,,4,12,,7,6,,1,13,,75.1,79.9,,40.3,27,60.6,0.445,7.2,19.6,0.367,13.9,18.3,0.759,9.27,34.5,14.1,5.4,2.93,12,17.8
224,Oregon ,39,33,6,0.846,20.8,8.38,,16,2,,17,0,,7,3,,78.9,65.8,,40.1,28,58.2,0.481,8.56,22.6,0.38,14.4,20.2,0.712,10.6,36.7,15.7,6.49,6.36,11.6,15.7
225,Oregon State,32,5,27,0.156,-4.59,5.89,,1,17,,5,11,,0,13,,63.2,72.5,,40.2,22.5,52.7,0.428,6.34,18.3,0.346,11.8,17.8,0.661,9.06,32.4,11.9,5.53,3.69,15.3,19.1
226,Pacific,33,11,22,0.333,-4.57,2.09,,4,14,,8,8,,2,12,,66.8,71.8,,40.2,23.8,58.8,0.404,5.61,17,0.33,13.7,20.3,0.675,11.7,37.1,12,4.24,1.91,11.7,20.9
227,Penn State,33,15,18,0.455,7.9,8.9,,6,12,,9,7,,4,7,,71.7,72.7,,40.8,25,60.3,0.415,6.97,20.6,0.339,14.8,19.8,0.745,10,35.3,13.6,6.79,5.58,13,18.1
228,Pennsylvania,28,13,15,0.464,-0.65,-1.5,,6,8,,6,6,,7,8,,68.9,68,,40.2,25.4,57.3,0.443,8.36,24.6,0.339,9.79,14.9,0.657,9.54,34.7,14.3,6.46,3.57,12.8,17.9
229,Pepperdine,31,9,22,0.29,-10,1.87,,5,13,,7,7,,1,12,,69,80.3,,40,26,58.4,0.446,5.74,15.5,0.369,11.2,17.5,0.641,9.52,33.3,13.5,5.06,2.71,12.5,17.1
230,Pittsburgh,33,16,17,0.485,9.25,11.06,,4,14,,11,6,,2,8,,72.8,74.7,,40.6,24.5,55.3,0.442,7.97,22.1,0.361,16,21.8,0.733,9.48,35.1,14.3,3.85,3.39,12,16.6
231,Portland,33,11,22,0.333,-5.81,2.32,,2,16,,5,10,,2,9,,67.1,72.2,,40.5,23,54.3,0.423,6.48,17.4,0.373,14.7,19.8,0.74,8.42,33.3,9.85,4.94,3.39,12.8,17.6
232,Portland State,31,15,16,0.484,-7.06,-6.63,,7,11,,10,3,,4,12,,85.3,81.8,,41.3,30.9,64.2,0.482,7.68,22.5,0.341,15.8,24,0.658,10.4,34.3,15.8,9.9,2.61,12.1,19
233,Prairie View,33,13,20,0.394,-14.54,-8.48,,10,8,,10,3,,3,17,,69,73.3,,40.3,23.9,55.7,0.428,7.18,20.5,0.35,14,20,0.703,8.85,30.9,12.2,8.27,3.67,13.2,21.2
234,Presbyterian,30,5,25,0.167,-23.63,-5.95,,1,17,,5,8,,0,17,,61.2,74.8,,40.2,22.2,53.9,0.412,6.03,17.4,0.346,10.7,15.6,0.686,10,32.6,12.1,4.77,2.4,15,17.3
