,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
117,Illinois,34,15,19,0.441,4.39,7.03,,5,13,,7,8,,2,8,,72.1,74.8,,41,25.3,58.6,0.432,8.15,22.5,0.363,13.3,17.9,0.746,7.59,31.6,13.6,5.85,1.91,10.5,17.2
118,Illinois State,32,18,14,0.563,3.4,2.59,,12,6,,13,3,,5,8,,67.2,66.1,,40.2,23.7,57.3,0.414,7.44,22.1,0.337,12.3,18.4,0.668,10.8,35.7,12.6,6.41,3.59,12.7,19.4
119,Illinois-Chicago,30,5,25,0.167,-14.52,-0.81,,3,15,,5,10,,0,13,,67.3,78.3,,40.7,23.2,59.9,0.388,4.43,14.7,0.302,16.4,26.5,0.619,13.5,41.2,11.6,5.6,5.4,15.1,21.3
120,Incarnate Word,29,17,12,0.586,-9.2,-6.2,,12,6,,10,3,,7,9,,74,73.8,,40.2,24.8,57,0.434,8.07,21.4,0.376,16.4,21.4,0.766,8,33.6,14.8,6.9,2.59,12.7,18.6
121,Indiana ,35,27,8,0.771,19.59,6.9,,15,3,,17,0,,6,4,,82.6,69.9,,40.1,29.2,58.1,0.502,9.86,23.7,0.415,14.4,19.7,0.733,11.8,36.8,16,6.83,3.91,13.5,18.5
122,Indiana State,32,15,17,0.469,0.04,2.2,,8,10,,10,4,,2,11,,67.8,69.4,,40.5,22.3,56.9,0.392,6.56,21.6,0.303,16.6,23.9,0.693,10.7,37.9,10.6,5.75,2.69,13.2,21.5
123,Iona ,33,22,11,0.667,3.59,-1.78,,16,4,,11,2,,8,6,,79.6,74.3,,40.2,27.8,60.9,0.457,9.91,26.8,0.37,14,19.7,0.711,10.5,36.9,16.7,7.52,4.09,12.8,19.5
124,Iowa ,33,22,11,0.667,17.01,8.71,,12,6,,13,2,,6,5,,77.6,69.3,,40.3,27.5,61.4,0.447,8.15,21.8,0.374,14.5,20.3,0.717,11.9,38.1,15.8,6.76,4.73,10.3,16.3
125,Iowa State ,35,23,12,0.657,16.93,10.16,,10,8,,14,2,,4,7,,81.8,75,,40.4,31.1,61.7,0.503,8.37,21.7,0.387,11.3,16.1,0.702,8.69,35.5,16.5,6.23,4.06,11.4,15.5
126,IU Indy,32,13,19,0.406,-5.86,0.11,,9,7,,9,2,,4,15,,68.2,73.8,,40.3,24.5,58.1,0.422,5.72,17.2,0.333,13.4,19,0.705,10,34.5,11.1,6.66,2.53,13.3,20.3
127,Jackson State,36,20,16,0.556,-8.66,-9.54,,12,6,,11,2,,7,13,,68.2,65.3,,40.7,24.9,61.3,0.407,6.75,21.7,0.311,11.6,18.3,0.631,13.2,39.4,12.4,7.75,3.64,12.4,21.4
128,Jacksonville,32,16,16,0.5,-9.34,-6.09,,8,6,,12,3,,4,11,,76.4,76,,40.3,27.1,62,0.436,8.69,22.3,0.389,13.6,20,0.678,10.6,38.1,12.6,6.47,2.66,11.4,18.5
129,Jacksonville State,31,8,23,0.258,-10.26,-3.95,,4,12,,5,10,,2,12,,67.7,72.1,,40.2,23.3,57.8,0.402,7.84,22.9,0.343,13.4,18.3,0.732,10.2,32.1,12.2,5.1,3.1,10.7,19.7
130,James Madison,32,21,11,0.656,6.17,0.5,,11,7,,12,6,,9,3,,75.2,68.7,,40.8,25.9,57.8,0.449,8.69,24.2,0.359,14.6,21.3,0.685,10.5,39,12.7,4.34,3.03,11.9,19.1
131,Kansas ,38,33,5,0.868,23.87,11.22,,15,3,,16,0,,7,3,,81.3,67.6,,40.5,28.7,58.1,0.495,8,19.2,0.418,15.8,22.2,0.713,10.6,38,15.9,6.66,4.16,12.6,18.9
132,Kansas City,31,12,19,0.387,-6.31,-2.24,,4,10,,9,4,,2,13,,69.4,72.3,,40.2,24.1,56.1,0.429,6.87,19,0.362,14.4,21.4,0.674,11.5,35,11.3,5.84,3.16,13.4,21
133,Kansas State,33,17,16,0.515,12.31,9.79,,5,13,,12,5,,2,9,,70.7,68.2,,40.8,24.4,56.8,0.429,5.3,17.7,0.3,16.6,24.2,0.688,13.2,36.5,13.9,7.55,2.76,13.9,20
134,Kennesaw State,31,11,20,0.355,-8.58,-1.61,,7,7,,8,6,,3,14,,72.2,77.4,,40.2,26.2,58.9,0.444,5.77,16.4,0.352,14.1,20.2,0.701,10.4,33.5,12.2,6.97,3.19,13.1,19.5
135,Kent State,32,19,13,0.594,-1.53,-1.47,,10,8,,13,3,,6,8,,73.8,72.4,,40.3,26.1,58.5,0.446,5.78,17.6,0.328,15.9,23.3,0.683,12.7,37.6,11.7,5.31,3.31,11.8,18.1
136,Kentucky ,36,27,9,0.75,20.23,8.84,,13,5,,17,0,,4,7,,79.5,68.1,,40.4,28.6,59.7,0.478,6.78,18.5,0.366,15.6,22.6,0.69,12.8,38.8,14.2,5.72,5.75,10.8,20.4
137,La Salle,31,9,22,0.29,-6.09,4.65,,4,14,,7,9,,1,12,,64.1,73.5,,40,22.3,55.1,0.404,8.35,24.6,0.34,11.2,16.8,0.669,8.84,30.9,12.5,7,2.97,12.8,17.4
138,Lafayette,30,6,24,0.2,-15,-6,,3,15,,4,9,,2,15,,71.4,80.4,,41.2,25.3,58.1,0.435,8.17,22.4,0.365,12.7,18.4,0.691,8.07,31.8,13.9,5.7,2.27,13,19.6
139,Lamar,30,11,19,0.367,-14.69,-8.77,,3,15,,7,9,,4,10,,75.4,77,,40,25.7,60.6,0.424,6.57,20.6,0.319,17.5,26,0.671,13.8,39,14.2,7.5,3.87,14.6,23.3
140,Lehigh,32,17,15,0.531,-4.42,-5.2,,13,5,,10,5,,7,9,,70.9,69.1,,40,25.3,55.5,0.456,7.41,18.9,0.392,12.8,17.7,0.727,9.59,34.2,14.9,6.69,3.22,13,17.1
141,Liberty,32,13,19,0.406,-10.42,-3.73,,10,8,,8,6,,5,9,,64.7,68.4,,40,23.1,51.4,0.449,8.84,24.2,0.366,9.72,13.6,0.717,6.69,29.5,13.1,5.56,1.38,13.8,19.9
142,Lipscomb,33,12,21,0.364,-8.85,-3.81,,7,7,,6,9,,5,9,,78.5,81.5,,40.6,26.9,61.1,0.44,10,27.9,0.359,14.6,21.1,0.695,10.2,36.4,16.6,6.3,2.97,13.9,19
143,Little Rock ,35,30,5,0.857,7.12,-1.76,,17,3,,14,0,,12,4,,71.1,60.8,,40.4,25.3,55.9,0.453,7.6,19.8,0.384,12.8,17.6,0.729,9.26,34.1,12.9,6.57,3.03,10.1,18.3
144,Long Beach State,35,20,15,0.571,4.09,4.57,,12,4,,11,2,,6,10,,74.7,73.4,,40.4,25.6,59.3,0.431,8.2,22.4,0.367,15.3,22.2,0.688,10.6,35.7,15.2,6.46,2.57,12.3,20.6
145,Long Island University,31,16,15,0.516,-11.79,-11.01,,9,9,,8,6,,8,9,,76.2,77,,40.5,26.2,60.8,0.432,5.77,19.4,0.297,18,25.1,0.715,12.5,37.8,13.9,7.68,2.81,13.6,21
146,Longwood,33,10,23,0.303,-11.42,-5.15,,5,13,,5,8,,4,12,,72.6,75.8,,40.3,26.1,57.5,0.453,6.88,19.7,0.349,13.6,19.3,0.708,10.6,36.3,12.8,6.21,2.76,14.4,18.9
147,Louisiana,34,19,15,0.559,2.62,-1.94,,12,8,,13,3,,5,11,,79.6,72.8,,40.3,27.4,61.7,0.444,6.53,21.1,0.31,18.3,26.2,0.698,14.3,41.5,12.7,6.41,3.62,12.5,18.6
148,Louisiana State,33,19,14,0.576,8.79,7,,11,7,,15,3,,3,8,,78.8,77.1,,40.3,27.7,60.3,0.46,6.15,18.8,0.327,17.2,25.9,0.665,11.2,37.3,15.4,7.97,2.73,11.9,18.5
149,Louisiana Tech,33,23,10,0.697,-0.07,-4.4,,12,6,,16,1,,7,7,,79.5,72.6,,40.8,27.7,60.6,0.458,7.09,21.3,0.332,17,25.5,0.665,10.8,38.1,14,7.48,4.3,12.5,18.1
150,Louisiana-Monroe,34,20,14,0.588,-0.18,-1.46,,15,5,,13,0,,6,11,,72.7,69.4,,40.9,26.4,57.5,0.458,6.62,18.7,0.354,13.4,19,0.702,11.1,36.3,14.1,5.82,3.32,12.1,17.5
151,Louisville,31,23,8,0.742,21.57,7.74,,12,6,,18,1,,4,7,,75,61.1,,40,27.9,59.6,0.469,6,17.3,0.347,13.1,19,0.69,13.4,38.2,13.5,7.16,4.81,11.4,19.3
152,Loyola (IL),32,15,17,0.469,-0.7,1.11,,7,11,,9,7,,4,7,,64.3,65.1,,40.5,22.6,53.1,0.425,6.13,17.7,0.347,12.9,17.7,0.731,7.69,30.5,11.6,5.91,2.81,12.7,18.3
153,Loyola (MD),30,9,21,0.3,-10.9,-5.24,,8,10,,5,9,,4,12,,69.7,75.3,,41,24.4,56.7,0.43,5.37,17.7,0.304,15.5,21.8,0.712,11.1,35.1,11.3,5.4,3.4,13.1,21.6
154,Loyola Marymount,31,14,17,0.452,-3.63,0.87,,6,12,,8,6,,5,10,,71.2,74.8,,40.8,25.7,61.4,0.418,7.32,21.6,0.339,12.5,17.3,0.726,11.3,33.8,15.5,6.81,2.9,11.4,20.4
155,Maine,30,8,22,0.267,-17.39,-6.49,,4,12,,5,8,,3,14,,76,86.9,,40.5,27.5,63.6,0.432,7.6,22.4,0.339,13.4,20.4,0.656,11.2,35.2,14.4,8.3,3,16.4,21.3
156,Manhattan,31,13,18,0.419,-7.48,-3.12,,9,11,,8,6,,4,11,,68.8,73.2,,40.5,22.8,53,0.431,7.48,20.7,0.361,15.6,21.1,0.74,7.81,29.5,14.1,7.68,2.29,14.3,21.7
157,Marist,30,7,23,0.233,-11.69,-4.52,,4,16,,4,10,,2,12,,71.5,78.7,,40.7,24.1,57.1,0.422,8.27,24.2,0.342,15,20.5,0.733,8.7,32.5,11.7,4.6,2.7,12.1,19.6
158,Marquette,33,20,13,0.606,7.66,5.57,,8,10,,12,7,,5,5,,76.3,74.2,,40.6,26.8,57.2,0.468,5.88,17.3,0.339,16.8,23.2,0.726,9.42,35.7,16.2,7.82,4.15,14.7,18.8
159,Marshall,33,17,16,0.515,0.83,-0.3,,12,6,,10,4,,5,9,,86,84.9,,40.3,30.8,66.2,0.466,10.1,29.8,0.337,14.3,20.6,0.693,10.3,37.3,16.8,6.85,3.12,12.8,19.3
160,Maryland ,36,27,9,0.75,16.71,8.31,,12,6,,16,1,,4,6,,75.7,66.7,,40.1,26.2,53.9,0.486,7.42,20.5,0.361,15.9,20.7,0.768,8.86,35.8,13.6,5.83,5.39,12.7,16.8
161,Maryland-Baltimore County,32,7,25,0.219,-15.37,-6.87,,3,13,,4,9,,3,15,,72.1,80.6,,40.3,24.6,55.9,0.441,6.75,20.4,0.331,16.1,23.6,0.683,8.72,31.8,12.3,6.97,1.78,12.4,19.9
162,Maryland-Eastern Shore,32,10,22,0.313,-14.23,-6.17,,7,9,,7,4,,3,17,,68.1,75,,40.5,23.7,53.6,0.443,6.28,19.1,0.33,14.3,20.3,0.708,10.5,34.4,12.6,5.88,2.25,16,21.6
163,Massachusetts,32,14,18,0.438,0.64,2.96,,6,12,,9,7,,3,9,,73.5,75.8,,40.6,25.5,59.5,0.429,7.31,22.2,0.33,15.2,21.7,0.699,9.59,35.7,13.8,6.47,3.53,12.8,20.9
164,Massachusetts-Lowell,29,11,18,0.379,-13.59,-6.17,,7,9,,6,6,,5,12,,76.6,82.8,,40.3,27.6,58.8,0.469,8.28,22.7,0.364,13.1,19.2,0.685,8.59,32.7,14.7,7.07,2.45,15.7,20.6
165,McNeese State,29,9,20,0.31,-15.24,-6.74,,7,11,,7,6,,2,13,,71.8,79.3,,40.9,24.8,60.4,0.411,7.07,21.3,0.332,15.2,21.7,0.7,11.1,36,11.4,5.9,4.34,12.8,20.1
166,Memphis,34,19,15,0.559,9.84,3.58,,8,10,,14,6,,2,8,,76.6,70.3,,40.3,25.8,62.5,0.413,6.06,18.7,0.324,18.9,26.2,0.722,12.8,40.6,15,7.68,5.44,12,20
167,Mercer,34,19,15,0.559,-3.11,-4.55,,8,10,,10,3,,3,11,,71.9,68.8,,40.9,25.6,57.6,0.445,6.18,18,0.343,14.5,19.9,0.731,12.8,40.1,15,5.12,2.5,12.7,17.3
168,Miami (FL) ,35,27,8,0.771,18.52,10.69,,13,5,,15,1,,6,5,,75.2,67.4,,40.1,25.9,54.1,0.479,6.89,18.4,0.375,16.5,22.1,0.749,9.43,34.5,12.5,6.14,3.63,10.9,16.6
169,Miami (OH),33,13,20,0.394,-5.91,-0.25,,6,12,,10,8,,3,11,,63.3,68.2,,40,21.8,54,0.404,5.39,17.6,0.306,14.3,19.6,0.729,9.88,32.4,10.2,6.61,2.18,12.2,18.7
170,Michigan ,36,23,13,0.639,13.75,7.92,,10,8,,13,4,,4,6,,73.8,67.4,,40.1,26.3,56.9,0.462,9.5,25,0.38,11.7,15.8,0.738,8.06,32,14.9,5.64,2.25,9.67,15.5
171,Michigan State ,35,29,6,0.829,22.59,6.94,,13,5,,14,2,,7,3,,79.8,64.1,,40.3,28.8,59.4,0.486,9.17,21.1,0.434,13,17.8,0.729,12.2,41.5,20.5,4.46,5.06,11.6,19.2
172,Middle Tennessee ,35,25,10,0.714,2.66,-0.7,,13,5,,11,3,,8,5,,72.5,68.9,,40.1,26,57.9,0.449,7.97,20.5,0.39,12.6,20.5,0.616,10.5,36.7,13,6.14,3.51,12,20
173,Milwaukee,33,20,13,0.606,2.89,-2.02,,10,8,,9,4,,7,6,,79.3,72.5,,40.8,26.6,58.4,0.456,9.27,25.5,0.363,16.8,21.8,0.772,9.73,36.2,17.2,4.52,2.61,11,17
174,Minnesota,31,8,23,0.258,0.86,6.86,,2,16,,7,10,,0,9,,68,74,,40.5,23.4,57.6,0.406,6.16,19.9,0.31,15.1,21.4,0.708,10,34.4,12.2,5.48,3.61,11.4,18.2
175,Mississippi,32,20,12,0.625,7.91,4.81,,10,8,,12,2,,7,7,,75.2,72.1,,40.3,24.9,59.9,0.415,7.88,23.3,0.338,17.5,24.7,0.709,13.3,38.4,12.9,7.56,3.13,12.1,19.8
176,Mississippi State,31,14,17,0.452,8.18,6.02,,7,11,,10,5,,2,9,,74.9,72.8,,40.2,27.4,60.1,0.456,7.26,21.7,0.334,12.8,17.7,0.725,10.5,35.4,13.9,6.52,4.26,12.7,19.2
177,Mississippi Valley State,35,8,27,0.229,-19.86,-8.11,,6,12,,3,6,,3,19,,65.5,77.3,,40.7,23.6,60.8,0.388,5.11,16.9,0.303,13.2,19.1,0.693,10.9,35.6,10.7,6.89,2.34,13.4,19.2
178,Missouri,31,10,21,0.323,2.5,6.88,,3,15,,10,7,,0,11,,68.6,73,,40,23.6,56,0.422,5.65,18.2,0.31,15.7,22.2,0.708,9.52,35.8,11.7,5.45,2.61,12.5,20.5
179,Missouri State,32,13,19,0.406,-3.52,2.58,,8,10,,8,7,,4,8,,67.3,72.5,,40.3,23.5,56.8,0.414,5.25,16.7,0.315,15,22.3,0.675,10.4,35.5,12.2,6.22,4.06,12.8,19.4
180,Monmouth,36,28,8,0.778,5.29,-1.85,,17,3,,11,2,,13,4,,79.5,72.3,,40.3,26.8,61.5,0.435,7.83,21.4,0.366,18.1,23.6,0.768,10.8,38.8,12.3,8.22,3.56,12.3,21.3
181,Montana,33,21,12,0.636,-0.72,-4.29,,14,4,,12,2,,7,9,,72.5,67.4,,40.3,25.5,54.8,0.465,7.7,20.6,0.374,13.8,19.9,0.696,9.21,34.5,13.7,5.24,2.52,12.4,21.6
182,Montana State,31,14,17,0.452,-6.91,-5.35,,9,9,,8,3,,4,12,,76.4,77.8,,40.2,26.8,61.8,0.434,9.58,25.7,0.373,13.2,19.3,0.686,12.7,37.4,12.6,4.81,2,12.1,22
183,Morehead State,37,23,14,0.622,1.04,-1.65,,11,5,,14,2,,8,11,,73.6,69,,40.4,26.3,60,0.439,5.81,16,0.363,15.1,21.6,0.695,14.6,37.3,14.4,8.22,2.24,12.5,23.2
184,Morgan State,31,9,22,0.29,-12.57,-7.97,,6,10,,6,6,,2,15,,67.4,71.7,,40.3,23.7,59.8,0.396,5.19,17.3,0.301,14.8,21.7,0.685,12.2,35.1,11.3,6.06,2.19,11.9,18.5
185,Mount St. Mary's,33,14,19,0.424,-9.93,-7.99,,10,8,,9,3,,5,15,,67.2,69.2,,40.5,23.9,59.6,0.401,6.85,21.6,0.317,12.6,18.2,0.692,9.64,31,10.9,7.52,3.61,12.2,19.8
186,Murray State,31,17,14,0.548,-1.58,-3.06,,10,6,,10,4,,4,8,,71.4,67.5,,40.2,24.8,54.6,0.455,7.29,20,0.364,14.3,19.8,0.724,9.94,32.8,14.4,6,2.13,11.8,19.9
187,Navy,33,19,14,0.576,-4.99,-7.05,,9,9,,6,9,,11,4,,67.6,64.7,,40.6,24.4,53.6,0.455,4.27,14.2,0.301,14.5,22.7,0.64,11.2,36,13.6,5.7,3.79,13,19.6
188,NC State,33,16,17,0.485,9.83,9.04,,5,13,,11,7,,3,8,,75.2,74.4,,40.3,26.2,60.6,0.433,6.27,18,0.348,16.5,23.5,0.699,13.8,39.6,11.6,4.52,4.27,11.1,16.9
189,Nebraska,34,16,18,0.471,8.84,5.57,,6,12,,10,8,,3,8,,72.2,69,,40.3,26,58.1,0.447,6.47,18.6,0.347,13.8,18.9,0.73,11.1,35.2,11.7,7.35,3.29,11.8,19.3
190,Nevada,38,24,14,0.632,2.85,1.79,,10,8,,16,3,,5,10,,75.7,72.1,,40.8,25.6,60.3,0.424,5.32,17.3,0.307,19.2,26.1,0.736,12.1,40.4,12.6,6.68,5.68,13,20.7
191,Nevada-Las Vegas,33,18,15,0.545,5.5,3.17,,8,10,,13,3,,2,10,,78.2,73.5,,40.9,26.9,61.1,0.44,7.64,23,0.332,16.8,24.7,0.681,11.2,38.5,15.1,8.06,5.09,14.1,21.2
192,New Hampshire,33,20,13,0.606,-7.89,-7.05,,11,5,,11,3,,9,10,,71,69.6,,40.3,24.5,58.9,0.416,6.73,20.2,0.333,15.2,21,0.724,11.4,39.3,11.8,3.82,1.79,11.7,17.7
193,New Mexico,32,17,15,0.531,5.21,2.58,,10,8,,12,4,,5,7,,76,73.4,,40.2,25.9,55.7,0.465,6.13,16.9,0.363,18.1,24.5,0.738,9.69,36.7,14.4,5.63,4.06,15.3,20.5
194,New Mexico State,34,23,11,0.676,3.59,-3.54,,13,1,,15,2,,7,8,,71.3,63.1,,40.6,26.1,56.4,0.462,5.26,15.8,0.333,13.9,20.5,0.677,12.2,41,14,4.15,4.71,13.6,15.7
195,New Orleans,30,10,20,0.333,-14.21,-8.17,,6,12,,7,5,,3,14,,75,77.5,,40.2,25.4,60.7,0.419,5.4,16,0.338,18.7,27.2,0.688,14.1,37.9,13.6,8.4,2.57,15.1,21.3
196,Niagara,32,7,25,0.219,-11.26,-3.86,,5,15,,5,8,,1,14,,64.6,72,,40.6,23,56.9,0.404,5.19,18.4,0.282,13.5,19.4,0.695,12,36.5,10.8,5.16,3.22,14.4,19.6
197,Nicholls State,34,11,23,0.324,-16.68,-5.23,,6,12,,8,4,,1,17,,67.6,76.4,,40.4,23.1,55.1,0.42,6.24,20.4,0.305,15.1,23,0.655,9.26,33.6,12.7,6.74,4.82,15.7,20.2
198,NJIT,35,20,15,0.571,-4.17,-4.56,,8,6,,12,6,,8,9,,75.1,73.9,,40.3,26,58.4,0.445,8.74,24.7,0.354,14.3,19.4,0.738,9.43,34.7,16.1,6.46,2.66,12.9,19.2
199,Norfolk State,34,17,17,0.5,-7.55,-6.73,,12,4,,9,2,,7,10,,73.4,73.4,,40.3,23.9,56.4,0.424,7.12,20.5,0.347,18.4,23.8,0.775,11.1,34.8,12.1,5.62,5.12,12.4,20.9
200,North Carolina ,40,33,7,0.825,23.44,10.69,,14,4,,15,1,,6,5,,82.8,70,,40,30.9,64,0.482,5.6,17.1,0.327,15.4,20.6,0.747,14.2,40.6,17.7,6.72,4.42,10.8,17.9
201,North Carolina A&T,32,10,22,0.313,-16.78,-8.49,,7,9,,8,6,,2,13,,67.8,76,,40.8,23.3,57.4,0.406,6.22,19.8,0.314,15,21.1,0.711,11.2,35.9,10.6,5.06,2.41,13.7,22.4
202,North Carolina Central,32,13,19,0.406,-13,-10.03,,7,9,,8,5,,3,12,,69.4,69.8,,40.2,24.3,56.4,0.432,6.25,18,0.348,14.4,21.8,0.663,12.3,36.8,12.7,5.81,1.69,13.9,19.8
203,North Dakota,33,17,16,0.515,-3.68,-4.91,,10,8,,10,5,,4,9,,75,71.7,,40.6,26.5,58.4,0.455,6.15,17.1,0.359,15.7,23.1,0.682,8.88,36.6,13.3,7.79,2.73,13.2,21
204,North Dakota State,33,20,13,0.606,-0.93,-2.99,,8,8,,12,1,,4,11,,68.8,64.5,,40.2,24.8,55.7,0.445,6.48,19.1,0.34,12.8,18.8,0.683,9.15,34.8,10.5,6,3.55,10.5,15.8
205,North Florida,34,22,12,0.647,-1.41,-3.92,,10,4,,14,3,,7,9,,84.3,79.5,,40,29.4,60.7,0.484,12.1,29.5,0.41,13.4,18.4,0.728,8.62,34.4,16.4,5.21,5.06,11.3,16.2
206,North Texas,32,12,20,0.375,-9.83,-3.23,,7,11,,11,7,,1,12,,74.6,78.3,,40.2,25.9,57.4,0.452,5.84,17.7,0.33,16.8,26.2,0.643,11.3,36.2,11.3,6.56,3.06,13.8,21.4
207,Northeastern,33,18,15,0.545,1.6,1.35,,9,9,,7,7,,8,7,,72,70.9,,41.4,24,54.8,0.439,8.67,23.3,0.371,15.3,21.3,0.716,8.94,33.7,14.7,6.12,3.3,12.4,16.5
208,Northern Arizona,30,5,25,0.167,-18.29,-2.83,,3,15,,4,9,,1,15,,68.5,81.3,,40.8,23.3,58.3,0.4,7.33,21.7,0.338,14.5,20.6,0.704,8.67,33.4,12.4,6.17,2,13,18.8
209,Northern Colorado,31,10,21,0.323,-12.22,-4.01,,7,11,,7,9,,3,10,,73.9,80.1,,40,25.2,55.7,0.452,6.55,17.6,0.372,17.1,23.5,0.728,10.6,34.7,10.3,5.74,2.52,13.8,22.7
210,Northern Illinois,34,21,13,0.618,-0.46,-1.2,,9,9,,18,1,,3,10,,72.4,67.2,,40.3,24.8,57.9,0.427,7,20,0.349,15.9,23.3,0.684,12.2,39.1,13.9,7.35,3.47,12.6,20.2
211,Northern Iowa ,36,23,13,0.639,8.78,4.44,,11,7,,11,3,,6,8,,68.8,64,,40.4,23.6,51.8,0.455,8.28,22.1,0.374,13.3,17.6,0.757,5.42,30.3,11.9,5.67,2.61,9.92,15.6
212,Northern Kentucky,30,9,21,0.3,-6.87,-0.69,,5,13,,7,7,,2,13,,70.5,74.4,,40.3,25.2,57.3,0.439,7.8,21.9,0.357,12.4,18.2,0.683,9.37,34.4,14.6,4.73,2.93,13.5,20.5
213,Northwestern,32,20,12,0.625,10.16,4.12,,8,10,,14,4,,5,6,,72,66,,40.8,26.2,58.1,0.45,8.69,24.3,0.358,11,16.5,0.667,10.7,36.5,16.5,3.88,3.78,10.3,18.9
214,Northwestern State,28,8,20,0.286,-15.74,-5.66,,5,13,,6,7,,2,13,,79.4,86.2,,40,27.5,60.3,0.456,7.39,20.6,0.358,17,22.3,0.766,10.2,32.8,15.5,6.21,3.21,14.5,20
215,Notre Dame ,36,24,12,0.667,14.1,9.57,,11,7,,14,2,,5,5,,75.1,70.6,,40.1,27,56.7,0.476,7.28,19.4,0.374,13.8,18.6,0.742,10.6,35.1,13.3,5.47,3.97,9.97,15.1
216,Oakland,35,23,12,0.657,6.3,-1.61,,13,5,,8,4,,11,5,,86.4,78.5,,40.1,28.6,62.5,0.458,9.03,22.7,0.398,20.1,26.1,0.77,11.4,39.2,15.6,6.14,3.31,11.4,19.1
217,Ohio,35,23,12,0.657,1.9,-1.18,,11,7,,16,3,,5,6,,78.5,74.8,,40.3,26.8,56.9,0.47,8.46,21.9,0.386,16.5,21.7,0.759,8.26,35.7,13.9,4.49,3.66,11.8,18.1
218,Ohio State,35,21,14,0.6,9.39,7.08,,11,7,,15,6,,4,6,,70.3,68,,40.6,25,57,0.439,6.26,18.7,0.334,14,20.5,0.684,10.8,38.1,11.3,5.46,5.23,12.9,17.7
219,Oklahoma ,37,29,8,0.784,19.76,11.14,,12,6,,14,1,,7,5,,79.7,71.1,,40.4,27.5,60.1,0.458,10.3,24.5,0.422,14.3,19.8,0.722,11,38.3,14.5,6.68,5.08,13.1,17
220,Oklahoma State,32,12,20,0.375,8.18,8.81,,3,15,,8,8,,1,9,,66.5,67.1,,40.5,22.6,53.4,0.423,6.41,19.5,0.328,14.9,20.4,0.729,9.69,34.7,12.2,5.59,4.13,12.6,19.9
221,Old Dominion,38,25,13,0.658,4.66,-2.31,,12,6,,11,4,,7,6,,68.5,61.6,,40.3,26,58.6,0.443,4.18,13.9,0.301,12.4,18.2,0.682,13.2,38.8,13.3,5.82,3.95,9.11,18.1
222,Omaha,32,18,14,0.563,-0.24,-2.04,,10,6,,9,4,,7,9,,85.3,81.8,,40.5,29.8,63.2,0.471,6.31,18.7,0.337,19.4,26,0.745,10.6,35.3,14.4,9.28,2.94,12.9,20.5
223,Oral Roberts,31,14,17,0.452,-2.69,0.59,,6,10,,8,4,,4,12,,76,76.9,,40.2,26.8,58.7,0.457,6.26,16.6,0.377,16.1,21.5,0.749,9.65,35.5,12.4,5.23,4.29,12,18.2
224,Oregon ,38,31,7,0.816,18.05,8.64,,14,4,,18,0,,5,5,,78.7,68.8,,40.1,27.4,58.7,0.467,6.84,19.9,0.343,17.1,23.8,0.715,11.6,36.4,13.6,7.24,5.82,11.3,17.8
225,Oregon State ,32,19,13,0.594,10.39,9.26,,9,9,,12,3,,4,7,,71.9,70.1,,40,25.3,57.6,0.44,6.81,18.3,0.371,14.4,21.5,0.671,10.5,34.4,13.5,7.38,3.31,11.3,20.1
226,Pacific,28,8,20,0.286,-3.57,2.35,,6,12,,6,8,,2,11,,69.6,71.8,,40.7,24.5,55.7,0.439,6.79,20.6,0.33,13.9,20.5,0.675,10.1,35.5,12.9,4.46,2.54,13.7,22.8
227,Penn State,32,16,16,0.5,3.17,6.95,,7,11,,11,4,,3,8,,65.8,69.6,,40.3,22.9,56.2,0.407,6.59,20.8,0.317,13.5,19.4,0.696,10.4,34.7,10.1,5.19,4.41,11.3,20.1
228,Pennsylvania,28,11,17,0.393,-6.18,-2.15,,5,9,,9,6,,2,11,,68.3,71.9,,40.4,24.5,57.4,0.427,7.14,23.5,0.304,12.2,18.1,0.671,10.3,35.8,13.6,5.21,2.68,13.3,18.3
229,Pepperdine,32,18,14,0.563,2.33,1.68,,10,8,,10,3,,6,8,,73.4,71.5,,40.6,26.3,58.2,0.451,5.06,14.7,0.345,15.8,23.6,0.672,11,36.9,14.3,5.84,2.91,11.2,18.6
230,Pittsburgh ,33,21,12,0.636,15.47,8.75,,9,9,,15,4,,3,6,,75,67.3,,40.3,26.6,58.2,0.458,6.18,17.8,0.346,15.6,20.8,0.752,12.6,38.1,16.6,4.91,3.67,11.6,17.6
231,Portland,32,12,20,0.375,-2.21,0.56,,6,12,,8,7,,3,9,,77.6,79.8,,40.2,27.1,62.9,0.431,9.03,24.6,0.367,14.3,19.8,0.724,11.5,35.3,13.3,6.5,4,12.2,21.8
232,Portland State,31,13,18,0.419,-8.15,-5.94,,8,10,,8,6,,4,11,,77.7,77.7,,40,29.3,61.4,0.477,5.39,16.7,0.322,13.7,20.8,0.659,10.6,35.4,17,8.48,3.61,12.6,19
233,Prairie View,31,7,24,0.226,-17.43,-6.82,,7,11,,4,6,,3,16,,60.4,71,,40,21.2,55.7,0.38,4.1,15.1,0.272,13.9,20.3,0.686,11.5,32.2,8.68,7.71,2.71,15,22.3
