,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
117,Illinois,33,19,14,0.576,12.42,6.93,,9,9,,14,3,,2,9,,69.1,63.6,,40.3,23.8,57.7,0.413,7.21,20.3,0.355,14.3,18,0.794,10.6,34.4,11.8,6.3,3.18,9.94,17.5
118,Illinois State,35,22,13,0.629,7.96,2.87,,11,7,,11,5,,7,6,,68.1,62,,40.4,24.2,55.6,0.435,6.06,17.6,0.345,13.7,19.3,0.714,12.5,35.9,11.7,7.26,4.34,12.8,18.9
119,Illinois-Chicago,34,10,24,0.294,-7.86,-0.36,,4,12,,7,9,,2,11,,64.7,70.3,,40.1,21.3,55,0.387,6,18.5,0.324,16.1,21.9,0.737,11.5,33.6,12.1,6.03,2.71,11,17.9
120,Incarnate Word,29,18,11,0.621,-6.15,-6.47,,10,8,,11,3,,7,8,,79.2,75.2,,41,26.7,56.8,0.469,7.03,19,0.371,18.9,25.8,0.734,9.21,33.4,13.2,7.9,4.41,11.3,18.6
121,Indiana ,34,20,14,0.588,12.94,7.2,,9,9,,15,4,,3,6,,77.4,71.7,,40.1,27.1,58.5,0.464,9.38,23.1,0.406,13.8,19.1,0.719,12,36,13.9,5,3.18,11.5,17.8
122,Indiana State,31,15,16,0.484,-0.49,1.21,,11,7,,10,6,,5,7,,66.5,67.8,,40.8,22,51.6,0.425,7.26,20.4,0.357,15.3,21.7,0.702,8.74,32.5,12.8,5.65,3.16,14.1,18.1
123,Iona,35,26,9,0.743,3.71,-2.52,,17,3,,13,0,,10,8,,79.5,73.3,,40.1,27.1,58.6,0.463,9.83,24.8,0.396,15.4,21.9,0.701,9.94,36,16.4,6.46,3.86,12.2,17.3
124,Iowa ,34,22,12,0.647,15.83,8.39,,12,6,,14,4,,7,4,,69.8,62.3,,40.3,24.1,56,0.431,5.65,16.9,0.333,15.8,21.3,0.744,12.4,37.5,14.2,6.41,4.65,11.1,15.8
125,Iowa State ,34,25,9,0.735,17.94,9.15,,12,6,,15,1,,6,5,,77.8,69,,40,27.6,58,0.476,7.74,21.4,0.362,14.8,21.2,0.696,9.5,35.9,16.1,6.41,3.91,11,15.5
126,IU Indy,31,10,21,0.323,-8.28,-1.93,,6,10,,5,8,,5,12,,60.7,67.1,,41.1,22.3,52.4,0.426,4.06,13.7,0.296,12,17.2,0.701,10.3,32.5,11.2,7.03,2.1,15.5,20.5
127,Jackson State,32,11,21,0.344,-12.36,-9.52,,9,9,,6,6,,5,14,,60.7,63.5,,40.3,21.9,56.6,0.387,4.78,17.4,0.274,12.1,18.7,0.647,14.4,37.1,10.1,6.34,2.53,14.3,21.7
128,Jacksonville,32,10,22,0.313,-16.7,-6.46,,4,10,,8,7,,2,15,,64.3,72,,40.6,21.9,53.4,0.41,6.34,17.7,0.359,14.2,21.4,0.661,9.91,31.5,10.7,6.47,2.47,12.3,18.1
129,Jacksonville State,31,12,19,0.387,-12.65,-4.52,,5,11,,11,3,,1,16,,62.5,68.6,,40.5,20.9,54.8,0.381,5.77,19.3,0.299,15,21,0.716,11.2,33.6,12,6.16,4.16,12.2,19.5
130,James Madison,33,19,14,0.576,-2.65,-1.53,,12,6,,12,7,,7,6,,67.2,68.3,,40.2,22.7,50.3,0.451,6.91,18.6,0.372,14.9,21.2,0.704,9.06,32.3,12.7,6.42,2.36,13.1,16.1
131,Kansas ,36,27,9,0.75,18.47,12.13,,13,5,,15,0,,5,6,,71.1,64.8,,40.1,24.1,54.9,0.44,5.92,15.6,0.379,16.9,23.4,0.724,11.8,37.9,13.2,6.58,4.86,12.9,17.8
132,Kansas City,33,14,19,0.424,-8.01,-5.07,,8,6,,9,4,,4,13,,65.6,66.7,,40.8,21.9,53.8,0.407,6.55,19.7,0.333,15.2,21.9,0.693,11.3,31.4,11.4,8.06,3.36,13.4,19.3
133,Kansas State,32,15,17,0.469,8.48,9.29,,8,10,,13,4,,1,10,,63,63.8,,40.2,21.6,49.8,0.433,4.41,13.2,0.335,15.5,22.9,0.676,10.6,31.7,13,6.09,2.31,13.3,20
134,Kennesaw State,32,10,22,0.313,-17.33,-5.1,,4,10,,6,8,,3,14,,63.3,73.8,,40,22.4,55.5,0.404,6.69,20.7,0.324,11.8,16.2,0.732,10.7,34.2,10.3,5.41,3.44,14.2,17.7
135,Kent State,35,23,12,0.657,2.04,-0.94,,12,6,,11,4,,10,6,,66.1,62.9,,40.6,22.8,53.4,0.427,7.14,19.8,0.361,13.4,20.4,0.658,11.6,34.9,10.5,5.06,3.8,11.2,18.4
136,Kentucky ,39,38,1,0.974,28.72,8.67,,18,0,,19,0,,10,0,,74.4,54.3,,40.4,25.8,55.1,0.468,5.21,14.9,0.349,17.6,24.2,0.726,12.6,38,14.2,6.49,6.87,10.5,17.1
137,La Salle,33,17,16,0.515,4.85,3.91,,8,10,,10,5,,6,7,,63.2,62.3,,40.6,22.4,53.2,0.42,5.03,15.7,0.321,13.5,19.4,0.694,10.1,34.1,12.1,6.39,3.64,13,17.6
138,Lafayette ,33,20,13,0.606,-3.37,-3.12,,9,9,,11,5,,9,7,,73.5,73,,40.2,26.4,54.5,0.485,7.91,19.4,0.408,12.8,16.6,0.767,8.55,30.8,15.6,5.48,2.52,11.1,15.6
139,Lamar,30,15,15,0.5,-9.75,-5.29,,9,9,,12,2,,2,13,,71.5,71.1,,40.2,25,55.3,0.452,5.63,17.7,0.318,15.9,23.4,0.68,12.5,35.4,13.1,7.47,3.83,15.5,20.8
140,Lehigh,30,16,14,0.533,-3,-3.55,,10,8,,8,6,,8,7,,68.1,66.7,,40.5,24.1,54.7,0.441,5.47,15.8,0.345,14.3,19.8,0.725,9.8,36.2,14.3,5.6,3.23,13.1,17.7
141,Liberty,32,8,24,0.25,-16.01,-6.44,,2,16,,8,8,,0,13,,63.9,69.4,,40.2,22.4,51.8,0.432,4.81,14.8,0.326,14.3,20.3,0.703,10.7,35.4,11.2,5.47,2.69,16.3,18.8
142,Lipscomb,31,14,17,0.452,-10.82,-5.15,,7,7,,10,3,,4,14,,72,74.9,,40.5,23.9,57.1,0.419,8.16,24.8,0.329,16,23.1,0.695,11.1,35.9,13.9,5.65,1.97,13.3,21.4
143,Little Rock,31,13,18,0.419,-5.38,-3.81,,8,12,,9,7,,3,9,,69.2,70.3,,41.1,23.9,57.4,0.417,7.06,20.5,0.344,14.4,20.4,0.704,10.6,34.3,12.3,5.61,2.77,10.5,19
144,Long Beach State,33,16,17,0.485,1.64,4.16,,10,6,,10,2,,4,13,,66.3,67.3,,40.3,23.1,54.8,0.421,6.97,20.4,0.342,13.2,19.3,0.683,11.2,34.1,11.2,6.55,2.36,13.5,19.3
145,Long Island University,30,12,18,0.4,-9.09,-5.32,,8,10,,5,6,,6,9,,67.4,71.2,,41,22.6,57.5,0.392,6.5,20,0.324,15.8,22.9,0.689,12.3,37.4,11.5,5.7,2.5,13.7,20.2
146,Longwood,34,11,23,0.324,-12.96,-5.53,,5,13,,6,7,,2,14,,68,73.3,,40.6,23.8,55.9,0.426,8.09,21.9,0.369,12.3,17.1,0.721,9.53,31.5,11.7,7.94,3.12,14.4,19.7
147,Louisiana,36,22,14,0.611,0.82,-3.61,,13,7,,12,4,,8,8,,77.5,70,,40.3,27.1,59,0.459,6.67,18.6,0.358,16.6,23.6,0.706,12.6,39.5,14.7,6.64,4.03,14.6,18.5
148,Louisiana State ,33,22,11,0.667,11.39,5.63,,11,7,,13,4,,8,3,,73.4,67.7,,40.9,27,59.5,0.455,5.73,16.9,0.339,13.6,19.9,0.684,12.2,39.2,15.6,7.27,6.18,14.4,15.6
149,Louisiana Tech,36,27,9,0.75,5.75,-1.34,,15,3,,17,0,,9,8,,73.1,65.6,,40.3,26.3,58.7,0.447,6.89,21,0.328,13.7,19.9,0.69,10.4,33.6,14,8.42,5.75,10.8,16.6
150,Louisiana-Monroe,38,24,14,0.632,-1.99,-2.88,,14,6,,14,4,,9,7,,64.6,60.5,,40.5,24.3,56.9,0.427,5.05,16.7,0.303,10.9,15.3,0.714,11.5,36.8,13.1,5.18,4.03,11.6,15.2
151,Louisville ,36,27,9,0.75,18.12,8.98,,12,6,,15,4,,7,3,,69,59.8,,40.3,24.4,56.9,0.429,5.5,17.9,0.307,14.7,22,0.668,12.6,37.5,11.6,7.86,5.33,11.3,17.3
152,Loyola (IL),37,24,13,0.649,2.35,0.46,,8,10,,13,6,,8,6,,62.8,60.4,,40.1,22.7,48,0.474,6.05,15.4,0.392,11.3,16.4,0.688,7.86,29.1,13.2,6.49,2.27,12.6,15.4
153,Loyola (MD),30,11,19,0.367,-10.75,-3.38,,7,11,,7,6,,3,13,,58.8,66.2,,41,20.2,53,0.382,4.93,15.2,0.325,13.4,20,0.671,11.5,34.9,9.67,5.53,3.07,12.9,19.8
154,Loyola Marymount,31,8,23,0.258,-4.13,5.28,,4,14,,5,9,,2,11,,62.2,70.6,,40.3,21.9,52.3,0.418,5.16,14.6,0.354,13.3,18.7,0.71,11.3,32.6,12.5,6.06,3.48,13.6,17.4
155,Maine,30,3,27,0.1,-17.8,-3.4,,2,14,,2,9,,1,17,,60.4,74.8,,40.3,21.6,53.3,0.405,6.57,20.3,0.323,10.7,14.7,0.726,7.93,29.4,13.1,5.97,1.07,14.4,18.5
156,Manhattan ,33,19,14,0.576,-1.34,-3.34,,13,7,,9,2,,5,9,,69.7,67.7,,40.6,22.9,53,0.432,6.52,19.4,0.336,17.4,25.1,0.691,10.5,32.3,13.9,8,2.79,14.6,23
157,Marist,32,7,25,0.219,-10.55,-2.93,,5,15,,3,9,,2,13,,61.2,68.8,,40,20.3,50.9,0.398,7.06,22.4,0.315,13.5,19.3,0.7,7.19,29.3,10.5,6.97,2.81,13.6,17.8
158,Marquette,32,13,19,0.406,7.08,9.02,,4,14,,9,8,,1,9,,65.1,67,,40.3,23.2,53.1,0.437,6.47,18.8,0.344,12.3,19,0.645,9.56,31.3,15,7.53,3.47,12.6,15.8
159,Marshall,32,11,21,0.344,-6.45,-0.22,,7,11,,10,7,,1,12,,66.8,71.5,,40.2,23.1,57.5,0.401,7.78,24.6,0.316,12.9,19.9,0.648,11.2,37.3,12.9,6.63,2.91,15.6,19.8
160,Maryland ,35,28,7,0.8,13.32,7.63,,14,4,,18,1,,6,4,,69.1,63.4,,40.3,22.3,50.8,0.44,7.37,19.6,0.376,17.1,22.6,0.756,8.97,34.9,10.7,4.83,4.31,12.3,16.7
161,Maryland-Baltimore County,30,4,26,0.133,-16.17,-5.14,,2,14,,2,11,,2,15,,56.1,67.1,,40.2,19.7,48,0.41,5.1,15.6,0.326,11.6,18,0.644,7.5,30.1,11.3,6.57,3,15.6,15.8
162,Maryland-Eastern Shore,33,18,15,0.545,-6.55,-6.94,,11,5,,7,3,,11,9,,67.5,67.2,,40.2,22.8,50.3,0.453,6.45,16.9,0.382,15.5,23.7,0.656,11.5,33.3,13.5,7.52,1.42,15.3,19.9
163,Massachusetts,32,17,15,0.531,3.59,4.69,,10,8,,10,5,,5,8,,69.4,70.5,,40.3,24.1,55.8,0.432,4.5,15.3,0.295,16.6,23.6,0.704,12,36.8,13.4,6.75,4.22,14.1,18.5
164,Massachusetts-Lowell,29,12,17,0.414,-11.21,-4.32,,6,10,,6,5,,6,12,,61.4,66.5,,40.5,21,51.1,0.412,7.69,21.4,0.359,11.6,17.5,0.663,7.31,28.9,11.1,6.93,0.97,13.2,18
165,McNeese State,31,15,16,0.484,-10.05,-5.42,,8,10,,11,5,,3,10,,69.5,71.3,,40.3,25.5,60.4,0.423,6.23,20,0.311,12.2,18.7,0.651,13.3,36.1,13.2,7.19,4.68,10.7,17
166,Memphis,32,18,14,0.563,7.15,2.9,,10,8,,12,6,,4,5,,67.3,63.1,,40.3,25.1,57.1,0.439,5.19,15.8,0.328,12,18.1,0.666,12.8,37.3,14.4,7,6.5,13.3,18.3
167,Mercer,35,19,16,0.543,-2.01,-4.1,,12,6,,12,4,,5,9,,66.7,62.7,,40.9,23.1,52.6,0.439,6.06,17.5,0.347,14.5,21,0.688,11,34,13.4,6.4,2.57,10.8,16
168,Miami (FL),38,25,13,0.658,12,7.05,,10,8,,12,6,,8,4,,68.2,63.3,,40.7,23.1,54,0.428,7.68,21.5,0.358,14.3,19.2,0.746,9.92,34.7,12.8,5.5,3.32,10.1,15.6
169,Miami (OH),32,13,19,0.406,-3.75,0.31,,8,10,,10,7,,3,10,,66.3,69.6,,40.6,23.1,52.5,0.44,5.84,17.1,0.342,14.3,20.1,0.709,8.38,30.8,11.7,7.66,2,12.8,18.8
170,Michigan,32,16,16,0.5,9.56,9.59,,8,10,,12,6,,2,8,,64.7,64,,40.9,22.9,53.9,0.426,7.81,21.8,0.359,11,14.6,0.754,8.34,30.2,11.9,5.44,1.78,9.56,14.2
171,Michigan State ,39,27,12,0.692,17.46,10,,12,6,,12,4,,7,4,,71.1,63.6,,41.2,26,55.9,0.465,7.54,19.6,0.385,11.6,18.3,0.632,11.2,37.4,16.6,5.21,4.51,11.3,18.9
172,Middle Tennessee,36,19,17,0.528,0.21,-0.39,,9,9,,12,4,,4,10,,63.5,62.4,,41,21.5,51.9,0.414,6.72,18.8,0.359,13.8,19.7,0.7,10.7,33.8,11,5.94,3.11,13,18.3
173,Milwaukee,30,14,16,0.467,-4.85,0.15,,9,7,,10,4,,3,11,,65.4,69.2,,40,22,52.1,0.421,7.03,20.8,0.338,14.5,19.6,0.737,8.8,32.7,12.9,5.23,2.77,12.7,17.3
174,Minnesota,33,18,15,0.545,12.34,7.21,,6,12,,13,5,,3,8,,74.2,67.7,,40.3,27,58.3,0.463,7.36,19.3,0.381,12.9,19.2,0.672,10.7,32.9,15.7,9.48,3.33,12.1,18.1
175,Mississippi ,34,21,13,0.618,11.39,7.01,,11,7,,9,7,,8,4,,72.8,68.4,,40.3,24.9,58.9,0.423,6.47,19.5,0.332,16.4,21.3,0.773,12.6,37.8,13.2,6.62,3.76,11.1,19.6
176,Mississippi State,32,13,19,0.406,2.53,4.72,,6,12,,9,8,,3,8,,61.8,63.5,,40,20.9,48.7,0.43,4.16,13.6,0.306,15.8,22.7,0.696,10.1,34.3,8.69,6.41,2.81,14.8,18.9
177,Mississippi Valley State,32,6,26,0.188,-23.94,-7.78,,5,13,,3,6,,2,17,,63.9,80.1,,40.5,23.1,59.7,0.386,4.91,16.2,0.303,12.9,19.7,0.654,11.9,32.9,10.6,7.53,1.16,15,18.4
178,Missouri,32,9,23,0.281,1.13,9.26,,3,15,,8,8,,1,10,,60.5,67.9,,40.3,21.3,52.9,0.403,6.13,18.6,0.329,11.7,17.5,0.666,10.2,32.8,10.7,5.59,2.81,13,19.5
179,Missouri State,31,11,20,0.355,-4.92,1.67,,5,13,,8,6,,3,11,,59.7,64.2,,40.6,21.1,52,0.406,5.1,16.5,0.309,12.4,16.9,0.731,10.2,32.5,11.2,5.16,3.23,12.2,17.7
180,Monmouth,33,18,15,0.545,-2.18,-2.91,,13,7,,8,7,,9,7,,64.7,63.9,,40.5,22.1,51.6,0.429,5.18,15.3,0.338,15.2,21.1,0.722,9.7,32.7,11.3,7,3.85,12.9,18.8
181,Montana,33,20,13,0.606,-1.75,-3.78,,14,4,,13,4,,7,9,,71.1,67.2,,41.5,25.1,54.1,0.464,8.3,22.3,0.372,12.6,17.6,0.718,8.94,32,14.1,6.61,2.55,11.8,19.2
182,Montana State,30,7,23,0.233,-12.91,-3.5,,4,14,,5,9,,2,14,,63.9,71.7,,40,22.1,55.5,0.398,8.2,22.9,0.358,11.6,16.1,0.72,10.6,33.6,11.6,4.4,3.03,13.7,20.8
183,Morehead State,34,17,17,0.5,-0.66,-3.31,,10,6,,7,6,,7,9,,71.2,66.3,,40.3,25.1,56.8,0.442,6.47,18.8,0.344,14.4,20.1,0.716,12.4,35.4,14.6,8.18,3.24,13.6,23
184,Morgan State,31,7,24,0.226,-16.19,-6.48,,5,11,,5,5,,1,17,,61.2,70.9,,40.2,21.7,60.5,0.359,5.26,18.5,0.284,12.5,20.1,0.625,15.1,35.4,10.1,5.65,2.87,10.7,18.7
185,Mount St. Mary's,30,15,15,0.5,-6.14,-4.4,,11,7,,9,4,,5,11,,63.1,64.8,,40.8,22.1,54.8,0.402,7.6,23,0.33,11.4,16.7,0.682,10.8,32.6,11.4,6.73,3.73,12.2,18.3
186,Murray State,35,29,6,0.829,7.13,-2.81,,16,0,,15,1,,12,2,,79,67.6,,40.3,27.5,57,0.482,7.51,19.4,0.387,16.5,23.7,0.697,12.1,36.9,15.5,7.23,3.23,11.7,18.5
187,Navy,32,13,19,0.406,-7.87,-3.61,,8,10,,8,8,,4,10,,61,64.3,,40,22.5,51.2,0.439,5.31,16.2,0.328,10.8,16,0.671,9.41,30.7,13.2,5.88,3.34,12.2,17.3
188,NC State ,36,22,14,0.611,14.11,9.72,,10,8,,14,6,,5,5,,70.1,65.8,,40.3,24.9,57.1,0.436,6.56,18.4,0.357,13.9,20.2,0.686,12.1,38,11.5,3.83,5.11,10.4,17.7
189,Nebraska,31,13,18,0.419,5.9,7.58,,5,13,,10,6,,1,11,,61.5,63.1,,40.6,21.4,52,0.412,5.19,18.3,0.284,13.4,19,0.707,8.94,33,10.2,6.19,2.9,12.5,18.7
190,Nevada,31,9,22,0.29,-6.03,1.08,,5,13,,7,8,,2,11,,60.5,66.5,,40.2,20.5,54,0.381,3.58,13.5,0.266,15.8,22.7,0.696,14.7,39.4,9.61,5.45,4.16,14.1,19.5
191,Nevada-Las Vegas,33,18,15,0.545,5.41,3.38,,8,10,,13,4,,4,8,,68.2,64.4,,40.4,24.5,55,0.445,7.15,19.4,0.369,12.1,18.2,0.663,9.12,35.5,13.7,5.55,6.76,11.4,16.5
192,New Hampshire,32,19,13,0.594,-3.76,-6.29,,11,5,,12,3,,7,10,,67.1,61.7,,40.8,23.3,53.5,0.436,7.22,19.3,0.374,13.2,19.6,0.675,9.44,36.7,11.4,5.22,2.16,12.3,19
193,New Mexico,31,15,16,0.484,2.8,1.03,,7,11,,10,5,,4,8,,62,60.2,,40.5,22.1,51.2,0.432,4.77,15.5,0.308,12.9,19.6,0.658,10.7,34.9,12.8,5.74,4.48,12.6,17.4
194,New Mexico State ,34,23,11,0.676,3.71,-3.67,,13,1,,15,2,,6,8,,68.1,59.8,,40.3,23.8,51.4,0.462,4.85,13.2,0.367,15.7,22.7,0.694,12.6,35.3,11.9,6.44,3.65,13.8,15.9
195,New Orleans,29,11,18,0.379,-11.86,-6.36,,6,12,,8,4,,2,13,,71.1,73.6,,40.3,24.3,55.3,0.439,4.24,12.6,0.336,18.3,26.6,0.69,12.6,35,9.62,7.45,3.48,15.6,21
196,Niagara,30,8,22,0.267,-9.27,-1.8,,7,13,,4,10,,4,10,,64.3,71.8,,40.3,21.4,53.6,0.399,6.13,17.5,0.351,15.3,22.1,0.695,11.4,33.9,11.3,5.73,2.3,13.6,18.6
197,Nicholls State,29,10,19,0.345,-15.84,-5.3,,7,11,,7,6,,3,12,,65,73,,40.3,22.8,52.1,0.438,5.34,17.1,0.313,13.9,22.2,0.626,10.8,33.8,12.7,6.93,4.14,17,21.9
198,NJIT,33,21,12,0.636,-3.21,-4.07,,,,,15,2,,6,10,,71.8,67.5,,40,24.5,53.6,0.457,8.45,22.5,0.376,14.3,20.6,0.696,9.67,33.6,14.9,7.03,4.52,13.6,19.6
199,Norfolk State,34,20,14,0.588,-4.66,-6.35,,12,4,,10,3,,7,10,,70.1,66.3,,40.6,25,53,0.472,5.59,16.1,0.346,14.6,22.1,0.659,10.9,36,13.5,5.09,4.91,13.5,19.6
200,North Carolina ,38,26,12,0.684,20.63,11.76,,11,7,,10,5,,7,4,,77.7,68.8,,40.3,28.9,60.8,0.476,4.84,13.5,0.358,15,21.4,0.701,13.8,40.6,17.4,6.61,4.21,12.7,19.4
201,North Carolina A&T,32,9,23,0.281,-16.76,-8.02,,6,10,,7,5,,2,15,,58.9,66,,40.2,20.3,50.7,0.4,4.91,17.3,0.283,13.5,19.8,0.681,11.4,33.3,9.28,5.31,3.97,15.1,18.6
202,North Carolina Central,33,25,8,0.758,0.66,-8.67,,16,0,,12,0,,9,7,,69,55.2,,40.2,24.6,50.5,0.487,6.64,18,0.369,13.1,19.2,0.685,9.45,34,14,6.64,4.06,12.5,19.3
203,North Dakota,30,8,22,0.267,-12.16,-3.73,,4,14,,3,9,,4,12,,67.7,73.4,,40.4,23.8,54.6,0.436,6,18.1,0.331,14.2,20.9,0.678,8.67,32,11.8,6.3,3.13,12.4,21.3
204,North Dakota State ,33,23,10,0.697,-1.72,-3.63,,12,4,,14,0,,5,8,,64.9,62.3,,40.5,22.5,51.9,0.434,6.97,18.2,0.383,12.9,18.6,0.692,8.3,33.3,9.55,4.73,3.73,9.85,15.3
205,North Florida ,35,23,12,0.657,-0.82,-5.94,,12,2,,12,2,,9,9,,75.7,68.1,,40,25.6,54.6,0.47,9.06,23.1,0.391,15.4,21.3,0.723,9.69,34.8,14.5,6.11,4.17,12.5,16.2
206,North Texas,31,14,17,0.452,-4.95,-0.71,,8,10,,11,6,,3,10,,65.3,68.2,,40.2,23.4,54.1,0.433,4.74,15.8,0.301,13.7,21.8,0.629,10.9,35.3,10,6.74,3.32,13.5,17.7
207,Northeastern ,35,23,12,0.657,2.03,-1.34,,12,6,,9,3,,8,7,,68.5,65.1,,40.4,23.9,49.3,0.486,5.8,15,0.386,14.8,20.4,0.727,8.49,33.1,14.3,5.23,3.69,13.8,14.2
208,Northern Arizona,38,23,15,0.605,-3.48,-4.13,,13,5,,13,2,,8,12,,68.6,67.3,,40.4,23.1,57.2,0.404,6.71,19.3,0.347,15.7,20.9,0.75,13.2,38.5,12.2,4.79,4.03,11.8,18.7
209,Northern Colorado,30,15,15,0.5,-6.82,-6.21,,10,8,,12,3,,3,11,,74.7,73.4,,40.7,26.8,56.4,0.475,6.8,17.8,0.381,14.3,20.1,0.714,11.3,32.6,12.3,6.53,1.97,10.4,19.8
210,Northern Illinois,30,14,16,0.467,-1.79,-0.14,,8,10,,10,5,,4,11,,65.7,66.3,,40.5,22,51.4,0.428,4.97,15.7,0.317,16.7,24.5,0.68,12.4,34.6,9.8,7.53,2.43,14.2,19.1
211,Northern Iowa ,35,31,4,0.886,12.54,2,,16,2,,16,0,,9,3,,65.2,54.6,,40.6,22.2,46.2,0.48,7.34,18.4,0.398,13.5,18.4,0.733,7.29,30.6,11.8,5.91,2.4,10.4,14.5
212,Northern Kentucky,30,13,17,0.433,-6.85,-4.49,,7,7,,9,6,,4,11,,70.6,69.3,,40.3,26,56.4,0.46,7.53,21.6,0.349,11.1,16.9,0.657,9.97,33.8,12.6,5.77,2.83,11.6,20.4
213,Northwestern,32,15,17,0.469,6.11,7.2,,6,12,,11,7,,3,8,,63.5,64.6,,40.8,22.7,52.2,0.436,7.13,19.8,0.359,10.9,14.9,0.732,8.66,32.9,14.4,3.69,3.94,11.2,17.9
214,Northwestern State,32,19,13,0.594,-5.48,-4.52,,13,5,,11,4,,7,8,,84,83,,40,29.6,64.1,0.461,8.25,23.1,0.357,16.6,22.2,0.749,11.6,34.6,15.9,7.56,4.5,12.3,18.6
215,Notre Dame ,38,32,6,0.842,19.23,7.02,,14,4,,17,2,,7,2,,78,65.8,,40.7,27.6,54.2,0.509,7.95,20.4,0.39,14.8,19.9,0.742,8.24,32.4,15.2,6.74,3.63,9.39,14.2
216,Oakland,33,16,17,0.485,-1.28,1.27,,11,5,,12,4,,4,12,,74.2,75.2,,40.9,26,56.2,0.462,7.85,21.7,0.362,14.5,21.1,0.686,10.3,33.6,15.7,5.94,1.67,12.6,17.3
217,Ohio,30,10,20,0.333,-4.15,0.45,,5,13,,8,7,,1,11,,67.6,72.2,,40.2,24.2,55.9,0.433,7.23,21.2,0.341,11.9,16.2,0.735,8.93,34.1,11.4,5.13,4.27,12.7,17.1
218,Ohio State ,35,24,11,0.686,19.68,7.37,,11,7,,18,2,,4,6,,75.3,63,,40.3,27.5,57,0.483,6.74,18.2,0.37,13.5,19.8,0.68,11.1,35.5,15.3,7.6,5.09,11.3,16.1
219,Oklahoma ,35,24,11,0.686,18.65,9.94,,12,6,,14,1,,5,6,,71.5,62.7,,40.3,25.3,58.1,0.435,6.74,19.7,0.343,14.1,19.1,0.741,11.1,38.1,12.3,6.77,4.97,12,16.3
220,Oklahoma State ,32,18,14,0.563,12.95,9.63,,8,10,,12,4,,3,8,,67.5,62.8,,40.3,22.9,52.1,0.44,7.06,20.2,0.349,14.6,20.2,0.726,8.97,32.5,11.4,7.91,4.88,12.3,19.2
221,Old Dominion,35,27,8,0.771,7.68,-0.15,,13,5,,20,0,,5,5,,64.9,57.1,,40.3,23.9,55.3,0.432,5.91,18.2,0.325,11.3,16.9,0.666,12.5,36.2,13.5,6.31,3.29,10.8,17.7
222,Omaha,29,12,17,0.414,-7.18,-5.14,,5,11,,7,6,,5,11,,76.8,77.8,,40.3,26.4,59.4,0.445,6.17,18.6,0.332,17.7,25.4,0.696,11.1,34.8,12.1,8.17,3.17,13.5,20.3
223,Oral Roberts,34,19,15,0.559,-3.83,-1.99,,10,6,,12,2,,5,11,,69.9,68.9,,40.3,23.5,54.7,0.429,6.03,16.9,0.357,16.9,23.6,0.719,10.7,34,11.1,5.79,3.85,11.6,18.6
224,Oregon ,36,26,10,0.722,11.43,7.65,,13,5,,17,2,,6,4,,75.4,70.8,,40.6,27.6,59.5,0.463,7.31,20.2,0.362,12.9,17,0.76,10.3,36.1,14.1,5.75,4.36,11.7,18.2
225,Oregon State,31,17,14,0.548,5.93,4.97,,8,10,,15,2,,2,9,,60.9,59.2,,40.2,21.5,50.9,0.422,5.16,16,0.323,12.8,18.5,0.693,9.45,31.4,12,7.77,3.97,11.8,19
226,Pacific,31,12,19,0.387,-3.19,3.31,,4,14,,6,8,,5,8,,64.4,68.2,,40.5,22,52.7,0.417,6.52,18.8,0.346,13.9,21.5,0.648,12.4,34.7,11.7,4.03,2.39,12.6,21.5
227,Penn State,34,18,16,0.529,7.77,7.1,,4,14,,10,6,,3,8,,66.9,66.2,,40.6,23.4,55.7,0.42,6.68,20,0.334,13.4,19.3,0.695,10.4,35.3,9.88,6.06,4.06,12.2,20.4
228,Pennsylvania,28,9,19,0.321,-8.32,-1.36,,4,10,,4,9,,5,10,,60.3,67.2,,40.2,21.4,49.3,0.434,5.54,16,0.346,11.9,17.7,0.675,9.21,31.6,11.8,5.46,2.39,15,19.9
229,Pepperdine,32,18,14,0.563,3.86,2.8,,10,8,,10,5,,7,7,,63.1,61.6,,40,22,52.1,0.423,4.53,14.5,0.313,14.6,19.7,0.741,9.38,33.2,13.3,6.25,3.38,12.3,17.6
230,Pittsburgh,34,19,15,0.559,8.45,7.36,,8,10,,14,4,,2,8,,67,65.6,,40.4,24.6,54.9,0.447,4.82,14.2,0.339,13.1,19.1,0.685,12,33.4,16.5,4.94,2.79,9.88,17.8
231,Portland,33,17,16,0.515,3.06,2.67,,7,11,,9,7,,5,7,,70.2,68.3,,40.6,24.5,55.3,0.444,6.55,17.4,0.376,14.5,20.2,0.717,11.8,35.5,14.7,5.82,4.48,12.2,18.5
232,Portland State,29,15,14,0.517,-7.75,-4.86,,9,9,,9,4,,6,9,,71.8,72.3,,40.2,24.9,56.7,0.44,6.66,17.5,0.381,15.3,20.6,0.742,9.76,32.5,13.1,6.31,4.03,11.2,17.6
233,Prairie View,33,15,18,0.455,-10.86,-8.2,,12,6,,7,3,,7,12,,67,69.1,,40,24.9,58.3,0.427,5.36,16.1,0.333,11.8,18.3,0.646,11.8,32.5,10.7,8.7,3.18,14.3,21.7
