,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
229,Pepperdine,31,15,16,0.484,0.8,2.6,,8,10,,8,6,,6,7,,71.2,72.5,,40.2,24.9,54.9,0.454,6.35,17.8,0.358,14.9,21.3,0.7,10.1,34.7,13.8,4.77,4.32,12.2,18.8
230,Pittsburgh ,36,26,10,0.722,17.46,7.54,,11,7,,13,5,,7,2,,71.8,61.9,,40.7,24.9,54,0.46,5.08,14.5,0.351,17,23.9,0.712,12,35.9,15.6,7.06,2.97,10.4,17.2
231,Portland,31,15,16,0.484,4.77,1.73,,7,11,,10,6,,3,9,,75.1,72,,41,26.1,57.4,0.456,6.16,15.6,0.394,16.6,22.6,0.735,10.9,36,15.2,5.94,4.13,11.8,20
232,Portland State,32,17,15,0.531,-7.59,-5.59,,11,9,,12,5,,4,9,,72.5,72.2,,40.9,25.1,54,0.464,6.13,17,0.361,16.3,22.2,0.731,8.91,30.6,12.8,6.06,2.16,11.4,19.3
233,Prairie View,34,11,23,0.324,-16.72,-7.99,,6,12,,6,6,,2,16,,69.5,77.1,,41.3,23.9,57.3,0.417,6.56,19.1,0.343,15.1,23.3,0.649,11.9,34.2,10.6,7.15,2.62,14.4,21.9
234,Presbyterian,32,6,26,0.188,-20.71,-7.51,,2,14,,5,8,,1,15,,65.4,76.4,,40,24.1,53.9,0.448,5.94,16.8,0.353,11.2,16.5,0.677,7.63,30.6,11.6,4.41,3,12.4,15.4
235,Princeton,30,21,9,0.7,3.01,-2.4,,8,6,,11,2,,9,6,,70.6,64.4,,40.7,23.5,53.1,0.442,9.27,25.8,0.359,14.4,20,0.721,8.4,32.7,14.4,6.3,3.63,11.2,16.9
236,Providence ,35,23,12,0.657,11.37,7.85,,10,8,,13,3,,5,6,,73.3,69.8,,41.4,24.3,56.7,0.428,6.23,17.9,0.347,18.6,23.7,0.782,12.3,36.5,13.6,5.54,4.94,11.6,17.2
237,Purdue,32,15,17,0.469,8.21,7.62,,5,13,,12,5,,2,8,,72.3,71.7,,40.9,25.7,60.2,0.427,5.5,16.8,0.327,15.4,22.9,0.671,13.9,39.3,13.1,5.59,5.25,12.3,20.7
238,Purdue Fort Wayne,36,25,11,0.694,-0.2,-3.87,,10,4,,13,2,,8,8,,77.1,71,,39,27.1,55,0.493,7.92,20.2,0.393,15,22.6,0.663,10.5,32.8,14.6,6.81,2.5,12.2,16.7
239,Quinnipiac,32,20,12,0.625,-0.13,-2.41,,14,6,,10,3,,8,8,,78.8,76.5,,40.3,26.1,61.5,0.424,5.41,15.2,0.357,21.2,29.6,0.716,16.7,45.4,12.6,3.59,4.59,12.6,19.5
240,Radford,35,22,13,0.629,-7.9,-8.31,,10,6,,10,4,,9,8,,78,74.3,,40.1,27.8,58.1,0.478,6.31,17.4,0.362,16.1,23.4,0.688,11.3,34.7,13.1,7.06,3.66,10.9,18.9
241,Rhode Island,32,14,18,0.438,2.87,3.26,,5,11,,10,6,,3,11,,67.8,68.1,,40.2,23.6,53.2,0.443,4.75,14.8,0.321,15.9,24.3,0.653,11.1,36.1,12,4.94,5.19,14.1,20.3
242,Rice,30,7,23,0.233,-9.43,-0.43,,2,14,,5,9,,1,11,,61.8,69.4,,40.8,21.2,52.7,0.403,7.9,24.4,0.323,11.4,17.6,0.649,7.77,32.4,13.8,4.67,1.9,13.1,19
243,Richmond,33,19,14,0.576,5.7,4.3,,8,8,,12,4,,5,8,,66.5,65.2,,40.6,22.7,53.8,0.422,6.33,19.7,0.322,14.8,22.1,0.669,9.21,32.5,10.6,5.85,4.3,10.6,19.3
244,Rider,31,14,17,0.452,-4.34,-1.69,,9,11,,6,7,,6,8,,73.9,76.6,,40.6,24,55,0.436,7.65,19.3,0.397,18.4,25.1,0.731,10.9,33.5,12.2,6.06,2.87,13.2,20.1
245,Robert Morris,36,22,14,0.611,-3.52,-3.79,,14,2,,12,3,,10,11,,72,71.8,,40.1,24.7,56.5,0.438,7.53,19.5,0.385,15.1,20.7,0.728,10.7,33.5,12.4,7.08,1.81,11.4,18.2
246,Rutgers,33,12,21,0.364,-0.29,5.8,,5,13,,10,10,,1,10,,71.1,76.2,,40,24.9,58.5,0.426,6.03,18,0.336,15.2,21.5,0.706,12.1,35.4,12.7,5.76,4.24,12.6,20.6
247,Sacramento State,30,14,16,0.467,-8.04,-5.54,,10,10,,11,3,,3,12,,69,69.3,,40.3,24.5,53.3,0.46,6.1,16.4,0.373,13.9,19.2,0.725,9.37,31.6,13.4,5.27,1.4,11.3,21.1
248,Sacred Heart,31,5,26,0.161,-12.93,-5.97,,2,14,,1,10,,4,13,,69.7,76.7,,40.5,24.5,59.2,0.413,6.35,19.5,0.327,14.5,21.1,0.685,12.2,34.5,12.5,5.35,2.1,12.2,19.9
249,Saint Francis (PA),31,10,21,0.323,-13.2,-5.65,,7,9,,5,8,,5,13,,61.8,69.4,,40,21.8,53.2,0.409,7.1,22.2,0.32,11.2,17.4,0.642,9.03,30.1,11.6,5.68,2.74,10.7,15.5
250,Saint Joseph's ,34,24,10,0.706,9.05,5.08,,11,5,,11,4,,8,4,,71.6,67.6,,40.1,24.7,52.6,0.47,7.35,19.4,0.379,14.8,22.9,0.645,9.38,35.8,14,4.44,4.53,12,16
251,Saint Louis ,34,27,7,0.794,11.63,4.24,,13,3,,14,3,,11,1,,69.8,61.9,,40.4,24.4,55,0.444,5.59,17.7,0.316,15.5,22.2,0.697,10.1,36.2,14.2,7.44,4.06,12.7,17.6
252,Saint Mary's (CA),35,23,12,0.657,9.35,4.29,,11,7,,16,3,,6,6,,71.5,65.5,,40.2,23.4,51.9,0.45,7.03,18.3,0.384,17.7,24.9,0.708,11.6,33.9,12.3,5.8,3.34,11.7,19.4
253,Saint Peter's,31,14,17,0.452,-5.88,-3.27,,9,11,,8,5,,5,11,,63.3,65.9,,40.3,21.3,52.2,0.407,5.26,16.6,0.316,15.5,22,0.704,10.6,34,9.77,6.42,4.35,12,18.3
254,Sam Houston,35,24,11,0.686,-4.45,-7.6,,13,5,,12,2,,7,7,,75.6,69.5,,40.6,25,54.1,0.462,7.14,18.2,0.392,18.5,27.7,0.668,11.9,34.9,15.7,6.74,3.49,12.8,21.3
255,Samford,33,13,20,0.394,-14.91,-7.41,,6,10,,10,4,,2,15,,70.5,76.4,,40.2,25.7,54.3,0.474,4.88,14.8,0.33,14.2,21,0.676,9.06,32.1,13.6,5.61,3,12.8,21
256,San Diego,35,18,17,0.514,2.16,1.97,,7,11,,10,7,,6,8,,67.5,65.2,,40,23.3,51.9,0.45,6.43,17.1,0.375,14.4,20.7,0.696,9.57,33.1,11.7,5.77,3.91,11.9,18.6
257,San Diego State ,36,31,5,0.861,14.95,4.86,,16,2,,15,1,,9,2,,70.3,57,,40.3,24.3,55.8,0.435,5.17,14.4,0.358,16.6,25.1,0.663,13.1,37.9,9.89,7.61,5.08,9.86,16.7
258,San Francisco,33,21,12,0.636,5.92,4.28,,13,5,,13,6,,7,5,,74.8,71.4,,40.6,26.1,55.1,0.473,6.79,18.7,0.362,15.8,24.5,0.648,11.3,35.6,14.5,5.36,2.58,11.5,19.5
259,San Jose State,31,7,24,0.226,-7.96,3.05,,1,17,,4,9,,3,12,,62.5,71.7,,40.5,20.4,54.4,0.374,8.55,25.7,0.332,13.3,18.4,0.722,10.4,35.7,11.2,4.29,2.77,13.4,20.5
260,Santa Clara,33,14,19,0.424,0.88,3.01,,6,12,,7,8,,5,8,,70.9,70.5,,40.2,23.9,56.2,0.425,7.52,20.5,0.366,15.6,21.3,0.733,10.4,32,12.2,6.06,4.15,9.97,20.1
261,Savannah State,32,13,19,0.406,-9.57,-5.37,,10,6,,7,5,,5,11,,61.5,64.3,,40.5,21.7,51.7,0.419,4.91,15.7,0.313,13.3,20.4,0.652,11,33.5,10.4,6.97,4.91,15.7,20.9
262,Seattle,30,13,17,0.433,-5.86,-4.11,,5,11,,7,7,,5,9,,71.3,70.6,,40.5,25.3,59.9,0.423,7.4,21.9,0.338,13.2,20.3,0.652,14,38.4,13.1,6.4,3.03,14,22.1
263,Seton Hall,34,17,17,0.5,7.53,5.56,,6,12,,10,8,,4,7,,71.8,69.9,,40.7,24,52.9,0.454,7.41,20.7,0.358,16.4,22.8,0.721,8.47,32.4,13.3,6.65,2.74,12.2,19.9
264,Siena,38,20,18,0.526,-0.86,-0.15,,11,9,,14,5,,6,9,,69.3,70.1,,40.5,23.9,57,0.419,4.45,13.6,0.328,17.1,23.8,0.72,13.8,37.6,13.5,5.84,4.68,13.8,22.5
265,South Alabama,31,11,20,0.355,-5.08,-0.51,,5,13,,10,6,,1,12,,68.9,70.4,,40.6,23.1,57.3,0.403,7.77,23.4,0.333,14.9,21.9,0.682,12.2,37.3,11.3,4.94,3.97,12.3,20
266,South Carolina,34,14,20,0.412,5.41,6.96,,5,13,,9,7,,1,11,,68.3,69.9,,40,22.5,54.5,0.413,5.74,15.2,0.378,17.6,24.9,0.706,13.8,35.4,12.2,6.29,3.76,14.3,22.7
267,South Carolina State,30,9,21,0.3,-17.21,-5.96,,5,11,,7,6,,2,14,,62.8,72.7,,40.7,22.5,57,0.396,4.93,17.5,0.282,12.8,19.6,0.652,13.4,36.3,12.1,5.6,3.3,15.1,19.2
268,South Carolina Upstate,34,19,15,0.559,-2.02,-4.61,,11,7,,12,3,,5,12,,73.3,69.1,,40.6,26.2,57.8,0.453,6.18,19.6,0.315,14.8,21.9,0.675,12.5,36.5,15.5,6.68,3.47,12.1,18.2
269,South Dakota,30,12,18,0.4,-7.07,-0.81,,6,8,,10,3,,2,13,,69.5,71.7,,40.2,23.8,53.8,0.442,6.37,18,0.354,15.6,20.7,0.751,8.77,32.8,12.7,5.43,3.77,12.4,17.4
270,South Dakota State,32,19,13,0.594,-0.17,-1.93,,10,4,,10,3,,7,8,,72.3,68.7,,40,24,53.7,0.447,6.53,18.9,0.345,17.8,23.5,0.756,9.91,35.6,13.2,5.44,3.19,11.9,17.5
271,South Florida,32,12,20,0.375,-0.52,4.6,,3,15,,7,10,,5,7,,65.6,70.8,,40.5,23.5,54,0.434,3.03,11.8,0.258,15.7,23.7,0.662,11.1,35.1,12.6,5.81,3.69,12.8,17.7
272,Southeast Missouri State,32,18,14,0.563,-5.49,-6.59,,8,8,,9,4,,5,9,,82.9,78.6,,40.5,30,60.1,0.499,6.81,19,0.359,16.1,23.2,0.692,11.3,37.2,16.7,7.13,4.25,13.1,20
273,Southeastern Louisiana,30,12,18,0.4,-13.06,-7.67,,7,11,,8,5,,4,11,,69.5,72.4,,40.3,23.8,53.7,0.443,6.8,18.7,0.364,15.1,21.7,0.697,8.53,31.9,11.7,4.57,4.13,12.1,19.8
274,Southern,32,19,13,0.594,-4.22,-7.95,,15,3,,10,4,,9,8,,71.2,62.7,,40.3,25.7,56.9,0.452,5.88,17.3,0.339,13.9,22.4,0.618,11.9,38.6,13.1,6.22,4.88,13.3,21.4
275,Southern California,32,11,21,0.344,2.6,8.02,,2,16,,8,8,,2,10,,70.6,75.3,,40.5,25,57,0.439,4.56,15.7,0.291,15.9,23.8,0.67,11.1,37,12.6,5.44,4.41,14,19.6
276,Southern Illinois,33,14,19,0.424,-0.46,0.23,,9,9,,9,5,,3,11,,66.9,66.9,,40.2,23.7,52,0.455,4.48,13.6,0.33,15.1,22.5,0.672,11.2,33.5,10,7.18,2.12,12.2,19.2
277,SIU Edwardsville,31,11,20,0.355,-10.61,-5.33,,7,9,,9,5,,2,12,,73,76.3,,40.2,26,55.3,0.47,7.19,19,0.378,13.8,20.8,0.665,9.61,31.1,14.1,6.84,3.03,13.8,20.2
278,Southern Methodist,37,27,10,0.73,13.73,4.97,,12,6,,18,1,,6,6,,71,62.2,,40,25.3,52.4,0.483,4.7,12.4,0.379,15.6,22.9,0.683,10.9,36,15.1,7.62,4.46,13.3,18.7
279,Southern Mississippi,36,29,7,0.806,6.84,-0.08,,13,3,,15,0,,10,6,,72.1,63.3,,40.1,24.3,52.3,0.463,5.58,16,0.349,18,26.6,0.679,12.3,35.7,14.1,8.17,2.06,12.9,20.6
280,Southern Utah,29,2,27,0.069,-19.9,-3.19,,1,19,,2,11,,0,16,,59,74.9,,40.2,20.4,50.4,0.404,4.52,13.8,0.327,13.7,19.9,0.689,8.07,28.5,10.8,4.45,3.24,13.9,23.3
281,St. Bonaventure,33,18,15,0.545,5.92,2.64,,6,10,,10,4,,4,9,,73.4,70.1,,40,25.9,57,0.455,4.7,14.4,0.326,16.8,23.5,0.716,12.7,35.3,13.4,6.97,4.21,12.8,20.2
282,St. Francis (NY),32,18,14,0.563,-4.64,-5.9,,9,7,,10,3,,7,11,,69,66.8,,40.5,24.4,56.7,0.431,6.09,19.3,0.315,14.1,20.6,0.683,12,37.2,12.5,5.66,5.31,13.2,20
283,St. John's (NY),33,20,13,0.606,11.68,6.56,,10,8,,14,5,,4,5,,72.8,67.7,,40.8,26.3,59,0.445,4.97,14.2,0.349,15.3,21.9,0.699,11.3,36.8,13.2,6.79,7.55,10.7,18.9
284,Stanford ,36,23,13,0.639,13.42,9,,10,8,,12,4,,6,5,,72.7,68.3,,40.1,24.9,54.2,0.459,5.78,15.9,0.364,17.1,24.4,0.702,9.64,34.9,11.5,5.31,4.28,11.4,18.2
285,Stephen F. Austin ,35,32,3,0.914,4.82,-6.76,,18,0,,15,0,,14,2,,76,63.4,,40.3,26.3,56.9,0.463,7.09,20.5,0.345,16.3,22.9,0.711,12.9,33.9,16.4,7.34,2.97,11.2,20.9
286,Stetson,31,7,24,0.226,-15.81,-4.97,,5,13,,6,6,,1,15,,61.8,72.6,,40.3,22,52.5,0.42,5.13,17.5,0.294,12.6,19,0.663,9.48,29.9,11.9,5.61,3.74,12.4,17.1
287,Stony Brook,34,23,11,0.676,-1.71,-6.47,,13,3,,12,3,,8,6,,71.4,66.3,,40.2,25.3,55.9,0.453,5.41,15.2,0.355,15.4,21.3,0.72,11.6,36.8,12.8,5.88,3.18,12.5,19
288,Syracuse ,34,28,6,0.824,16.05,7.25,,14,4,,16,2,,8,2,,68,59.2,,40.3,24.1,55.1,0.437,4.91,14.9,0.331,14.9,21,0.708,13.1,35.3,11.8,7.97,5.03,9,16.1
289,TCU,31,9,22,0.29,-1.33,7.9,,0,18,,5,10,,3,9,,63.6,72.5,,40,21.1,52.4,0.403,4.71,14.6,0.322,16.7,22.9,0.732,8.35,29.9,11.4,5.97,3.23,11.7,17.2
290,Temple,31,9,22,0.29,2.69,6.88,,4,14,,4,9,,2,9,,73.9,78.1,,40.8,26.7,62.4,0.428,6.48,19.2,0.338,14,19.8,0.707,12.4,35.5,13.6,5.81,3.52,10.5,18.5
291,Tennessee ,37,24,13,0.649,17.34,7.84,,11,7,,14,3,,4,7,,72.2,61.7,,40.3,25.1,55.4,0.453,5.54,17.1,0.325,16.6,23,0.719,13.5,38.5,12.8,5.19,4.65,10.5,16.7
292,Tennessee State,30,5,25,0.167,-9.82,-1.99,,4,12,,3,10,,2,13,,68.7,75.5,,40.2,23.6,54.9,0.429,4.9,16.7,0.293,16.7,23.8,0.7,11.5,33.6,10.5,5.43,2.8,12.4,21.4
293,Tennessee Tech,33,17,16,0.515,-8.09,-4.57,,9,7,,10,4,,6,9,,72,72,,40,24.9,54.8,0.454,5.61,17.1,0.327,16.6,24.5,0.677,11.8,35.5,12.4,7.42,4.67,14.8,22.1
294,Tennessee-Martin,31,8,23,0.258,-13.45,-4.82,,3,13,,5,10,,3,13,,74.3,81.5,,40,25.5,60.3,0.424,7.03,20.5,0.343,16.2,22.3,0.725,11.3,31.7,13.7,7.55,2.65,11.6,21.1
295,Texas ,35,24,11,0.686,12.67,9.15,,11,7,,16,2,,4,6,,74.2,70.7,,40.1,25.9,59.9,0.432,5.09,15.6,0.327,17.4,26,0.671,15.1,41.4,12.9,5.69,5.89,12.2,19.1
296,Texas A&M,34,18,16,0.529,5.5,3.62,,8,10,,17,3,,1,9,,64.7,62.8,,40.7,22.8,53.6,0.425,5.79,18.3,0.317,13.4,20.8,0.642,9.56,33.7,12.9,6.41,3.82,11.4,17.9
297,Texas A&M-Corpus Christi,34,18,16,0.529,-6.41,-6.69,,14,4,,10,7,,8,8,,69.1,68,,40.1,24.6,51.9,0.474,4.35,11.9,0.365,15.5,23.4,0.663,10.7,33.4,12.5,6.59,2.88,11.9,20.1
298,Texas Southern ,34,19,15,0.559,-8.41,-10.07,,12,6,,9,2,,6,11,,76,73.9,,40.6,25.2,54.5,0.462,6.38,17.7,0.36,19.2,26.8,0.718,11.4,36.6,14,4.56,3.65,13.4,16.5
299,Texas State,31,8,23,0.258,-7.74,-1.4,,4,14,,5,9,,1,13,,61.4,66,,40.2,22.5,51.7,0.435,4.68,15.3,0.306,11.7,17.7,0.663,10.1,32.4,11.1,5.87,2.81,13.7,18.1
300,Texas Tech,32,14,18,0.438,8.61,8.61,,6,12,,11,6,,2,10,,68.4,68.4,,40.2,24.5,53.7,0.456,4.38,14.1,0.311,15.1,20.8,0.728,11.8,32.9,11.4,6.13,3.66,12,18.9
301,Texas-Rio Grande Valley,32,9,23,0.281,-10.65,-4.42,,5,11,,3,10,,5,11,,65.7,70.7,,40.8,23.6,57.1,0.413,4.84,17.3,0.279,13.6,20.6,0.661,10.9,33.1,12.5,7,2.34,12.2,20.7
302,The Citadel,33,7,26,0.212,-17.61,-6.75,,2,14,,6,8,,0,15,,67,74.3,,40.3,23.2,53.9,0.43,6.36,17.6,0.361,14.3,19.8,0.722,8.94,33.1,13.4,4.15,2.88,12.5,19.1
303,Toledo,34,27,7,0.794,3.3,-1.46,,14,4,,15,0,,9,6,,79.2,73.2,,40.3,27.3,58.7,0.465,5.68,16.5,0.345,18.9,26.1,0.725,12.4,35.8,14.9,6.79,2.97,10.2,17.4
304,Towson,36,25,11,0.694,0.55,-3.06,,13,3,,15,1,,9,8,,73.1,68.8,,40.1,24.1,53.1,0.454,5.92,16.6,0.357,19.1,27.7,0.687,12,38.8,9.86,4.08,4.92,11.5,19.8
305,Troy,31,11,20,0.355,-6.17,-2.9,,6,12,,8,6,,3,11,,68.4,70,,40.6,22.7,54.5,0.416,7.06,20.8,0.34,16,24.2,0.661,11.6,35.5,11.1,5.87,2.52,12.2,15.9
306,Tulane,34,17,17,0.5,-7.89,-1.73,,8,8,,12,7,,4,6,,63.6,69.3,,40.1,20.4,49.4,0.413,6.03,17.2,0.351,16.8,24.2,0.694,10.3,33.7,9.24,4.79,2.85,12.8,18.5
307,Tulsa ,34,21,13,0.618,6.23,1.17,,13,3,,11,3,,6,7,,72.7,67.6,,40.3,24.6,55.9,0.44,5.79,17.7,0.327,17.8,26.3,0.676,10.8,36.2,12.6,6.82,3.74,11.6,21.3
308,UAB,31,18,13,0.581,0.78,-0.77,,7,9,,12,5,,5,5,,73.1,70.3,,40.5,25.8,61.9,0.417,5.1,16.9,0.301,16.4,24.9,0.658,16.4,44.5,12.6,5.45,4.13,13,17.5
309,UC Davis,31,9,22,0.29,-11.55,-1.76,,4,12,,6,9,,1,13,,70.1,77.7,,41,24,54.9,0.438,7.9,22.2,0.357,14.2,20.4,0.696,8.23,28.6,12,5.13,2.26,12,19.5
310,UC Irvine,35,23,12,0.657,4.35,-0.65,,13,3,,12,4,,10,7,,70.5,63.7,,40.4,26,55.2,0.47,5.63,15.9,0.354,12.9,20.2,0.641,10.9,38.6,15.6,5.57,6.4,12.7,18.4
311,UC Riverside,31,10,21,0.323,-7.64,-2.33,,5,11,,8,7,,2,13,,68.3,71.4,,40.6,23.9,55.2,0.433,4.45,14.7,0.302,16.1,22.9,0.702,10.3,33.9,11.3,6.42,4.32,13.2,19.3
312,UC Santa Barbara,30,21,9,0.7,4.23,-0.13,,12,4,,10,3,,9,5,,71.2,65.3,,40.5,24.4,52.5,0.464,7,18.2,0.385,15.5,21.9,0.708,10.2,35.3,15.9,4.97,4.83,11.2,18.8
313,UCF,31,13,18,0.419,2.35,5.14,,4,14,,10,7,,2,10,,72.7,73.6,,40.6,25.9,59.1,0.439,6.94,20.7,0.335,13.9,22.7,0.614,14.2,38.2,12.5,6.87,4.42,13.7,17.9
314,UCLA ,37,28,9,0.757,18.4,7.62,,12,6,,16,2,,5,5,,81.2,70.4,,40.3,29,59.4,0.489,6.19,16.3,0.38,17,22.7,0.749,9.95,35.4,17.2,9.22,3,10.2,17.6
315,UNC Asheville,32,17,15,0.531,-6.81,-5.5,,10,6,,11,2,,5,10,,77.7,75.8,,40.3,26.1,57.3,0.456,6.97,18.8,0.371,18.5,24.8,0.745,12,37.6,12.6,6.47,5.97,13.7,19.1
316,UNC Greensboro,32,14,18,0.438,-12.33,-6.12,,7,9,,9,7,,4,8,,70.8,74.2,,40.3,25.3,57.3,0.44,5.22,15.3,0.342,15.1,22,0.688,10.5,36.6,11.9,5.63,2.34,14,21.3
317,UNC Wilmington,32,9,23,0.281,-8.75,-0.78,,3,13,,6,8,,3,14,,63.1,69.4,,40.6,23.2,57.5,0.402,4.34,15.9,0.273,12.4,18.9,0.655,12.2,35.9,10.8,5.97,4.03,11.5,18.2
318,UT Arlington,32,15,17,0.469,-4.92,-0.92,,9,9,,9,5,,5,11,,76.3,77.8,,40.8,25.5,58.3,0.437,8.09,23.4,0.346,17.3,24.5,0.706,11.7,37,12.2,5.09,3.75,13.5,19.8
319,Utah,33,21,12,0.636,12.66,6.21,,9,9,,18,2,,2,9,,75.1,64.3,,40.5,26.3,54,0.488,6.18,17.6,0.351,16.3,21.9,0.743,9.06,35.2,15.3,6.73,4.52,12,17.1
320,Utah State,32,18,14,0.563,4.77,3.09,,7,11,,13,5,,4,7,,69.2,66.6,,40.3,24.4,54.1,0.452,6.88,16.9,0.406,13.5,18.3,0.734,10.8,36.4,15.9,3.44,3.63,11,17.7
321,Utah Valley,32,20,12,0.625,-4.42,-3.65,,13,3,,13,2,,6,9,,67.5,65.4,,40.2,22.8,52.4,0.436,6.5,18.8,0.347,15.3,20.3,0.755,9.19,34,14.2,4.97,2.78,11.1,16.8
322,UTEP,34,23,11,0.676,4.39,0.05,,12,4,,14,6,,8,2,,69,63.3,,40.3,23.4,50.4,0.465,4.44,13.4,0.33,17.7,25.9,0.684,10.2,36.3,13.5,5,4.06,13.3,18.2
323,UTSA,30,8,22,0.267,-11.1,-1.03,,4,12,,7,9,,1,12,,68.9,76.8,,40.2,21.8,51.5,0.423,6.03,18.2,0.331,19.2,27.9,0.69,12,34.6,10.5,6.03,1.83,15.8,20.6
324,Valparaiso,34,18,16,0.529,0.21,-0.24,,9,7,,12,6,,5,9,,71.7,67.1,,40.4,23.9,51.1,0.468,6.85,18.4,0.373,17.1,23.2,0.734,9.91,35.9,12.9,5.59,5.09,14.9,20.8
325,Vanderbilt,31,15,16,0.484,5.52,6.49,,7,11,,10,6,,3,8,,64.6,65.5,,40.3,22.2,51.5,0.431,6.16,19.3,0.319,14,21.2,0.658,9.84,34.5,13,4.68,4.45,13.4,17.5
326,Vermont,33,22,11,0.667,4.52,-4.57,,15,1,,10,2,,9,8,,70.7,60.6,,40.2,23.8,50.7,0.469,5.91,14.8,0.4,17.2,23.8,0.725,9.91,34.3,12.8,7.21,4.24,12,18.6
327,Villanova ,34,29,5,0.853,18.97,7.5,,16,2,,15,1,,10,2,,78,66.5,,40.7,25.6,56.1,0.456,8.94,25.1,0.356,17.9,24.9,0.716,11.1,37.1,15.4,6.94,4.15,11.9,19.8
328,Virginia ,37,30,7,0.811,18.38,7.86,,16,2,,15,2,,7,4,,66.2,55.7,,40.2,23.1,50.9,0.454,5.57,15.1,0.369,14.4,21.4,0.673,10.2,35.5,13.1,5.22,4.05,9.78,16.1
329,Virginia Commonwealth ,35,26,9,0.743,14.55,4.78,,12,4,,15,0,,6,5,,75,65.2,,40.6,26.3,62.7,0.42,7.43,21.3,0.349,14.9,22.1,0.674,13.7,37.6,13.1,11.2,4.29,12.1,19.6
330,VMI,35,22,13,0.629,-5.53,-6.33,,11,5,,14,3,,7,9,,88.3,82.6,,40.9,31.1,69.7,0.446,8.94,27.5,0.325,17.1,24.1,0.713,14.4,41.5,14,7.26,6.23,10.6,18.9
331,Virginia Tech,31,9,22,0.29,1.9,5.99,,2,16,,8,10,,1,8,,62.9,67,,40.5,21.5,52.9,0.406,6.94,19.2,0.361,13.1,20.2,0.648,10.8,36.7,10.9,3.26,4.55,12.6,16.9
332,Wagner,31,19,12,0.613,-3.83,-6.73,,12,4,,10,3,,8,7,,71.5,68.5,,40.3,25,59.6,0.42,5.45,16.3,0.335,16,21.9,0.73,13,39.4,11.5,6.29,6.45,12.7,20.5
333,Wake Forest,33,17,16,0.515,5.49,6.73,,6,12,,14,4,,1,9,,69.7,70.9,,40.1,23.8,52.7,0.451,5.03,15.3,0.329,17.2,26.4,0.65,10.2,34.6,13.3,5.48,4,12.4,19.3
334,Washington,32,17,15,0.531,6.26,6.45,,9,9,,14,4,,3,8,,74.5,74.7,,40.3,26.1,58.5,0.446,5.84,17.3,0.339,16.5,21.7,0.758,11.1,34.5,13.3,5.38,2.88,11.4,19.3
335,Washington State,31,10,21,0.323,1.34,7.24,,3,15,,7,8,,1,10,,62.4,67.1,,40.3,21.1,52.7,0.4,7.55,23,0.328,12.6,19.2,0.658,9.94,32.8,10.5,5.13,2.87,11.5,18.2
336,Weber State ,31,19,12,0.613,-0.92,-4.23,,14,6,,13,2,,5,9,,72.7,66.5,,40.6,23.6,49.7,0.475,7.16,18.3,0.392,18.3,24.7,0.741,8.55,34.4,13.1,4.23,3.97,12.3,18
337,West Virginia,33,17,16,0.515,11.78,8.02,,9,9,,11,5,,3,9,,77.2,73.4,,40.3,26.2,59.8,0.439,7.82,20.5,0.381,16.8,23.4,0.721,11.9,35.6,13.1,6.24,3,9.79,20.7
338,Western Carolina,34,19,15,0.559,-6.75,-6.43,,10,6,,11,2,,5,11,,74.2,72.6,,40.6,25.5,60,0.425,7.29,20.8,0.351,15.9,22.2,0.716,13.6,36.1,12.2,7.29,4.85,12.1,22.3
339,Western Illinois,30,10,20,0.333,-7.55,-2.74,,4,10,,7,5,,1,13,,61.3,62.7,,40.3,22.2,48.9,0.455,4.73,13.9,0.34,12.1,18.2,0.664,7.93,30.5,12.4,6,2.9,13.3,18.4
340,Western Kentucky,32,20,12,0.625,-1.47,-1.34,,12,6,,13,4,,7,7,,68.6,67.6,,40.5,22.9,55.2,0.414,7.34,21.8,0.337,15.5,23.6,0.656,12.5,36.6,11.3,5.16,2.44,13.6,19
341,Western Michigan ,33,23,10,0.697,1.73,-1.45,,14,4,,13,2,,6,7,,71.9,67.7,,40.6,23.6,51,0.463,5.91,18,0.329,18.8,25.9,0.724,9.79,34.6,11.4,5.88,3.36,14.1,18.2
342,Wichita State ,36,35,1,0.972,16.65,1.74,,18,0,,17,0,,12,0,,75.2,59.5,,40.1,24.9,53.9,0.461,6.94,19.8,0.351,18.4,25.4,0.725,11.6,38.4,13.6,6.86,5.11,10.4,17
343,William & Mary,32,20,12,0.625,-1.48,-2.29,,10,6,,10,4,,8,6,,73.1,71.3,,40.2,24.9,52.4,0.476,8.78,22,0.399,14.5,20.8,0.694,7.81,31.1,14,5.53,3.25,10.3,16.2
344,Winthrop,33,20,13,0.606,-6.43,-6.56,,10,6,,12,3,,5,10,,74,71.4,,40.8,24.9,55.8,0.445,8.24,20.8,0.397,16,22.5,0.713,10.1,32.5,11.5,6.39,2.7,12.5,19.7
