,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
117,Illinois-Chicago,34,18,16,0.529,-1.79,-0.69,,7,9,,12,4,,4,10,,62.8,62.8,,40.4,21.2,52.9,0.401,6.53,19.3,0.338,13.9,18.5,0.752,9.68,29.6,12.2,6.53,2.74,12.4,16.9
118,Indiana ,36,29,7,0.806,24.92,8.39,,14,4,,17,2,,7,2,,78.6,62.1,,40.3,26.4,54.8,0.482,7.14,17.7,0.403,18.7,25.1,0.743,12.2,35.3,14.3,7.11,3.61,13,16.6
119,Indiana State,33,18,15,0.545,5.08,5.64,,9,9,,11,3,,4,10,,65.4,65.6,,40.6,22.2,51.8,0.429,5.64,17.5,0.321,15.4,21.7,0.707,8.79,30.4,11.8,5.61,3.24,12.9,17.7
120,Iona ,34,20,14,0.588,4.06,0,,11,7,,11,1,,5,9,,80.4,76.3,,41,28.1,61.9,0.454,8.32,22.7,0.367,15.8,20.3,0.781,11.6,32.2,15.4,6.53,2.97,12.4,17.1
121,Iowa,38,25,13,0.658,14.22,6.93,,9,9,,18,2,,3,8,,70.1,62.8,,40.4,23.8,56.7,0.419,5.37,17.6,0.305,17.2,23.6,0.731,13.1,35.9,15.1,6.92,4.82,12.5,17.1
122,Iowa State ,35,23,12,0.657,14.5,6.13,,11,7,,16,1,,4,7,,79.4,71,,40.6,27.5,60.3,0.456,9.89,26.4,0.374,14.5,19.9,0.731,12.1,35.4,16,6.37,2.77,13.1,16.9
123,IU Indy,32,6,26,0.188,-15.92,-2.79,,1,15,,3,8,,1,13,,65.5,76.6,,40.6,24.7,55.8,0.443,6.94,19.4,0.357,9.19,13.7,0.67,7.78,26.4,13.1,5.53,2.34,12.7,15.8
124,Jackson State,29,11,18,0.379,-14.82,-9.55,,9,9,,6,3,,4,14,,66.2,71.5,,40.5,22.3,57.2,0.39,6.24,20,0.312,15.3,22,0.699,10.1,29.2,9.48,8.31,2.24,12.8,19.6
125,Jacksonville,32,14,18,0.438,-10.2,-4.47,,9,9,,10,3,,3,13,,68.2,71.9,,40.7,24.2,57.2,0.423,5.19,16,0.324,14.6,20.8,0.703,12,33.3,12.9,6.72,3.25,15.3,19.2
126,Jacksonville State,28,17,11,0.607,-4.47,-4.28,,8,8,,9,3,,6,8,,66.3,64.9,,40.4,22.8,51.2,0.445,5.68,16.1,0.353,15.1,22.3,0.678,10.4,25.9,13,8.46,4.14,13,16.9
127,James Madison ,36,21,15,0.583,-1.67,-2.22,,11,7,,10,4,,4,9,,65.2,64.6,,40.3,22.7,53.9,0.421,5.86,17.4,0.336,13.9,19.8,0.699,10.1,29.6,11.8,7.56,4.61,11.1,17.2
128,Kansas ,37,31,6,0.838,20.79,7.55,,14,4,,16,1,,7,3,,75.2,61.9,,40.7,26.6,55.4,0.481,5.84,16.1,0.364,16.1,21.9,0.737,10.8,36.6,15.5,7.03,6.68,14,16.8
129,Kansas City,32,8,24,0.25,-13.61,-2.74,,5,11,,3,11,,4,11,,60.9,70.4,,40,22,52.1,0.422,6.22,18.3,0.34,10.8,16,0.674,9.69,28.2,9.84,5.91,3.03,15.1,18.6
130,Kansas State ,35,27,8,0.771,13.54,6.54,,14,4,,15,1,,7,3,,69,60.4,,40,24.9,57.2,0.436,6.8,18.8,0.362,12.3,18,0.685,13.4,32.7,15.9,7.06,3.69,11.5,18
131,Kennesaw State,30,3,27,0.1,-15.13,-4.5,,2,16,,2,10,,1,15,,61,71.7,,40.8,21.5,53.6,0.4,5.07,16.7,0.303,13,20,0.651,10.9,26.6,10.4,7.03,1.67,13.8,20.1
132,Kent State,35,21,14,0.6,2.38,-0.82,,9,7,,12,6,,8,7,,71,67.8,,40.7,23.5,54.9,0.428,6.89,19.1,0.36,17.1,24.1,0.709,12.2,31.9,11.5,6.71,2.66,12.8,19.5
133,Kentucky,33,21,12,0.636,13.96,5.81,,12,6,,16,2,,4,8,,72.6,64.5,,40.3,26.2,55,0.475,5.58,16.1,0.346,14.7,22.9,0.642,11.5,35.2,13.4,5.61,6.58,13,17.2
134,La Salle ,34,24,10,0.706,10.15,4.47,,11,5,,13,2,,8,6,,72.1,66.4,,40.3,25.6,56.8,0.451,7.71,20.4,0.377,13.1,17.8,0.737,9.76,28.2,14.1,7.74,3.5,11.5,15.3
135,Lafayette,34,19,15,0.559,-2.99,-2.35,,10,4,,14,3,,5,12,,69.1,69,,40.1,24.8,54.2,0.457,8.12,21.1,0.384,11.4,15.2,0.754,7.94,26.4,14.3,6.79,3.15,12.5,15.6
136,Lamar,31,3,28,0.097,-20.56,-3.27,,1,17,,1,10,,1,17,,60.1,77.4,,40.4,22.9,56.2,0.408,1.84,6.06,0.303,12.4,17.7,0.703,11.6,32.8,11.4,4.29,4.13,18.2,16.4
137,Lehigh,31,21,10,0.677,3.96,-3,,10,4,,11,3,,9,7,,73.1,65.2,,40,25.4,55,0.462,7.58,19.4,0.392,14.7,19.9,0.737,8.77,29.2,14.6,7.06,3.39,10.9,15.4
138,Liberty ,36,15,21,0.417,-9.11,-5.78,,6,10,,8,7,,4,11,,69.1,70,,40.4,23.3,54.3,0.429,6.97,18.6,0.375,15.6,21.4,0.73,10.2,32.3,12.3,5.47,2.92,13.3,19
139,Lipscomb,30,12,18,0.4,-11.41,-3.17,,7,11,,8,6,,4,11,,69.3,76.7,,40.5,23.9,56.3,0.424,5.3,16.6,0.32,16.2,25.1,0.645,13.4,35,11.5,6.97,1.73,16.8,21.9
140,Little Rock,32,17,15,0.531,-4.34,-2.21,,11,9,,13,3,,3,10,,66.5,66.6,,40,22.9,54.3,0.422,5.06,15,0.337,15.7,23.2,0.676,11.3,30.5,11.6,6.72,3.78,15.3,19.8
141,Long Beach State,33,19,14,0.576,-1.48,1.62,,14,4,,11,3,,7,10,,69.4,71.5,,40.2,24.6,55.6,0.442,6.76,19.9,0.34,13.5,20.5,0.661,11.3,32.2,12.1,6.48,3.45,14.7,17.3
142,Long Island University ,34,20,14,0.588,-3.19,-5.78,,12,6,,12,2,,7,9,,78.7,76.1,,40.3,26.9,56.1,0.479,7.24,19,0.38,17.7,25.6,0.691,11.9,31.9,15.1,6.82,3.44,14.3,17.6
143,Longwood,33,8,25,0.242,-19.32,-5.07,,4,12,,4,9,,2,14,,68.8,81.4,,40.2,25.5,57.5,0.443,5.06,15.9,0.319,12.8,18,0.71,10.3,30.4,13.9,6.85,2.91,16.6,17.9
144,Louisiana,33,13,20,0.394,-4.9,-2.22,,8,12,,10,5,,2,14,,70.8,73.1,,40.5,25.1,58.6,0.427,6.85,20.1,0.341,13.8,20.6,0.671,10.7,30.9,11.1,7.12,3.67,14.1,18.8
145,Louisiana State,31,19,12,0.613,5.82,4.01,,9,9,,14,3,,4,8,,70.8,69,,40.6,25.4,59.3,0.428,7.55,21.2,0.356,12.4,19.8,0.625,13,34,14.3,9.1,3.84,14.4,18.8
146,Louisiana Tech,34,27,7,0.794,5.47,-2.08,,16,2,,14,0,,11,6,,72.6,63.3,,40,25.2,61.5,0.41,7.44,23.1,0.321,14.8,21.2,0.697,13.7,34.4,13.4,9.09,4.94,12.4,18.4
147,Louisiana-Monroe,27,4,23,0.148,-13.95,-1.43,,3,17,,3,9,,1,13,,60,72.6,,40.4,22.3,52.2,0.427,5.96,17.1,0.348,9.48,16.4,0.577,9.07,26.4,13.6,7.19,1.33,16.3,18.4
148,Louisville ,40,35,5,0.875,24.82,9.14,,14,4,,15,1,,8,3,,74.5,58.8,,40.6,26.2,57.5,0.456,5.75,17.3,0.333,16.3,23,0.709,13.3,34.6,14.6,10.8,4.2,12.4,18.2
149,Loyola (IL),31,15,16,0.484,-1.02,-2.29,,5,11,,8,6,,6,9,,64.4,62.4,,40.2,22.8,51.2,0.446,5.94,16.3,0.364,12.7,17.7,0.718,9.55,29.3,13.9,5.06,2.68,13.2,15.5
150,Loyola (MD),35,23,12,0.657,1.35,-2.08,,12,6,,13,3,,7,8,,66.9,63.5,,40.6,23.6,54.8,0.43,4.2,14.1,0.299,15.5,22.5,0.69,12.6,31.2,12.1,7.14,4.43,11.9,18.5
151,Loyola Marymount,34,11,23,0.324,-3.1,2.81,,1,15,,5,9,,2,12,,64.8,68.8,,40.4,22.6,56.3,0.402,5.82,17.6,0.331,13.7,19.5,0.703,12.2,32.2,10.8,7.24,2.44,13.2,18.5
152,Maine,30,11,19,0.367,-9.55,-4.1,,6,10,,8,4,,3,15,,66.3,69.7,,40,24.4,56.3,0.434,5.2,17.7,0.294,12.2,18.6,0.655,10.9,33.5,12.8,6.97,4.1,15,18.2
153,Manhattan,32,14,18,0.438,-1.96,-0.36,,9,9,,7,4,,5,11,,58.3,59.9,,40.3,19.2,47.1,0.408,5.66,16.8,0.336,14.3,21.5,0.662,10.3,28.7,10.7,6.63,4.19,16.2,21.1
154,Marist,31,10,21,0.323,-6.33,-1.62,,6,12,,6,7,,3,11,,66,70.7,,40.5,22.9,53.9,0.425,6.35,18.4,0.346,13.8,21.3,0.648,9.45,30.3,12.8,6.26,4.13,14.3,17.1
155,Marquette ,35,26,9,0.743,14.05,8.59,,14,4,,16,0,,5,6,,68.1,62.6,,40.6,24.1,52.7,0.457,4.2,14.2,0.296,15.7,21.6,0.73,11.9,31.9,13.8,6.6,3.51,13.5,16.9
156,Marshall,32,13,19,0.406,-3.61,0.94,,6,10,,11,4,,1,11,,69,72.7,,40.3,24,56.1,0.427,6.19,20.2,0.307,14.9,24.9,0.598,14.4,34.4,14,6.47,4.53,15.8,19.3
157,Maryland,38,25,13,0.658,11.39,4.68,,8,10,,18,3,,4,7,,70.7,64,,40.1,25.9,55.9,0.464,5.76,17,0.339,13.1,19.3,0.679,12.2,37.3,14.5,5.13,4.37,15,16.7
158,Maryland-Baltimore County,31,8,23,0.258,-12.48,-3.68,,5,11,,6,8,,1,14,,63.5,71.5,,40.6,23.2,56.9,0.407,6.65,19.7,0.337,10.6,16.8,0.631,10.8,30.5,11.9,7.19,2.23,14.7,20.2
159,Maryland-Eastern Shore,28,2,26,0.071,-19.66,-5.16,,2,14,,2,6,,0,15,,54.8,69.3,,40.4,19.2,53.8,0.357,4.39,16.1,0.272,12,19,0.632,13.2,29.6,9.32,6.68,2.57,15.3,16.5
160,Massachusetts,33,21,12,0.636,5.84,4.57,,9,7,,10,5,,8,4,,73,71.7,,40.2,25.4,58.5,0.434,7.12,21.2,0.336,15.1,20.9,0.719,11.6,33.6,14.6,7.52,5.21,14.4,19.2
161,McNeese State,31,14,17,0.452,-11.5,-4.64,,7,11,,9,5,,4,11,,66.3,70.1,,41,24.9,59.6,0.417,5.16,15.6,0.33,11.4,17.7,0.643,12.2,32.5,12.3,7.81,4.81,12,17.2
162,Memphis ,36,31,5,0.861,12.28,2.73,,16,0,,17,1,,9,1,,74.5,64.9,,40.3,27.1,57.5,0.471,6.11,16.4,0.372,14.1,21.4,0.66,12.2,34.5,16.8,8.92,6.42,14.5,18.1
163,Mercer,36,24,12,0.667,0.94,-3.82,,14,4,,13,0,,9,8,,65.9,59.3,,40.3,22.4,51.6,0.435,7.36,20.7,0.355,13.7,18.1,0.753,9.5,29,14.3,6.64,4.03,12.6,17.9
164,Miami (FL) ,36,29,7,0.806,16.98,7.87,,15,3,,14,1,,10,3,,69.7,60.6,,40.1,24.9,54.7,0.455,7.06,19.5,0.362,12.9,18.9,0.684,9.92,32.8,11.3,6.19,4.42,10.5,14.6
165,Miami (OH),31,9,22,0.29,-6.62,-0.25,,3,13,,5,8,,4,13,,63,68.6,,40.2,22.2,51.5,0.43,5.74,17.3,0.331,13,19.1,0.68,9,26.5,12.2,8.32,2.39,14.2,18
166,Michigan ,39,31,8,0.795,21.29,10.05,,12,6,,17,1,,5,5,,75.2,63.3,,40.4,28,57.9,0.484,7.59,19.7,0.385,11.5,16.5,0.701,10.7,31.9,14.5,6.13,2.77,9.44,12.7
167,Michigan State ,36,27,9,0.75,18.63,10.55,,13,5,,17,1,,6,5,,68,59.1,,40,24.5,53.4,0.459,4.92,14.5,0.338,14.1,19.7,0.714,11.7,34.5,13.2,8.03,3.89,13.6,16.1
168,Middle Tennessee ,34,28,6,0.824,11.18,-1.5,,19,1,,15,0,,11,3,,70.7,58.1,,40.3,24.9,54,0.462,5.32,14.1,0.377,15.5,22.3,0.696,12,33.7,14.1,7,3.76,13.6,20.6
169,Milwaukee,32,8,24,0.25,-10.31,-0.25,,3,13,,7,7,,1,15,,62.7,70.8,,40.6,21.1,54.4,0.388,6.97,22.1,0.315,13.5,19.8,0.684,10.7,29.1,10.9,5.38,3.56,14.2,16.3
170,Minnesota ,34,21,13,0.618,16.84,10.31,,8,10,,15,2,,3,8,,68.7,62.2,,40.1,24,54.1,0.443,5.41,16.1,0.337,15.4,22.5,0.685,14.7,34.9,14.8,7.44,5.5,13.7,17.8
171,Mississippi ,36,27,9,0.75,14.44,4.17,,12,6,,16,1,,6,6,,77.2,66.9,,40.4,27.1,61.9,0.438,6.61,20.4,0.324,16.3,24.1,0.678,12.9,34.8,12.5,8.25,5.14,11,16.8
172,Mississippi State,32,10,22,0.313,-4.52,4.36,,4,14,,7,7,,1,11,,60.6,69.5,,40.3,20.9,52.3,0.401,4.72,16.6,0.284,14,21.3,0.657,10.7,30,10,8.03,3.88,17,16.2
173,Mississippi Valley State,28,5,23,0.179,-19.14,-8.29,,5,13,,4,5,,1,16,,63,73.9,,40.2,21.2,57.3,0.37,6.04,19.9,0.303,14.6,22.6,0.648,12.4,30.1,9.68,7.07,2.54,15.3,20.1
174,Missouri ,34,23,11,0.676,15.42,6.01,,11,7,,17,0,,2,8,,76.1,66.7,,40.3,27.2,59.3,0.459,6.32,18.7,0.339,15.4,20.8,0.744,13.4,37.2,13.9,6.74,3.5,13,16.7
175,Missouri State,33,11,22,0.333,-2.8,4.65,,7,11,,8,7,,2,12,,59.6,64.7,,40.3,21.2,52.2,0.406,5.42,18.2,0.297,11.8,17.7,0.67,9,27.6,10.1,4.73,1.39,10.2,17.7
176,Monmouth,31,10,21,0.323,-12.01,-4.17,,5,13,,5,8,,3,13,,64.8,72.6,,40,23.1,58.1,0.397,5.45,17.6,0.31,13.2,18.7,0.706,11.3,27.7,12.2,8.81,1.48,14.8,20.4
177,Montana ,32,25,7,0.781,-1.19,-4.29,,19,1,,15,1,,10,4,,69.9,65.5,,40.8,23.8,51.1,0.465,6.84,18.4,0.372,15.6,20.3,0.767,7.75,28.3,12.7,5.84,3.13,12.2,17
178,Montana State,30,13,17,0.433,-11,-6.78,,10,10,,10,6,,3,10,,70.6,72.7,,40.7,24.4,57.2,0.427,6.73,20,0.337,15,20.9,0.719,10.8,29.4,11.3,7.93,1.7,11.8,17.9
179,Morehead State,33,15,18,0.455,-5.34,-1.79,,8,8,,10,5,,3,12,,72.6,73,,40.6,25.5,58.6,0.435,6.09,19,0.321,15.5,22.4,0.691,14.5,33.6,14.8,8.94,2.91,17.4,24.7
180,Morgan State,32,17,15,0.531,-5.38,-7.5,,10,6,,5,4,,8,9,,67.6,65.4,,40.6,25.2,56.5,0.446,4.16,14.3,0.292,13,22.1,0.589,13.9,33.4,12.8,6.44,5.31,15.2,17.8
181,Mount St. Mary's,32,18,14,0.563,-5.83,-4.08,,11,7,,10,2,,8,12,,69.8,71.5,,40.2,24.3,56.7,0.429,8.56,25.3,0.338,12.6,18.1,0.697,9.97,26.8,12.2,8.41,2.09,12.4,19.5
182,Murray State,31,21,10,0.677,1.25,-2.86,,10,6,,10,4,,8,4,,72.8,66.8,,40.6,25,55.4,0.452,7.84,22.6,0.347,14.9,21.6,0.691,11.5,32.8,12.8,6.77,3.32,14,17.3
183,Navy,31,8,23,0.258,-11.29,-4.42,,2,12,,5,9,,2,13,,55.1,60.9,,40.2,20.3,51.8,0.391,5.55,17,0.326,9.06,14.5,0.627,9.03,26.4,11.7,5.9,2.19,11.3,16.9
184,NC State ,35,24,11,0.686,14.34,7.19,,11,7,,16,1,,3,7,,77.4,70.2,,40.1,28.1,56.8,0.496,5.26,13.5,0.391,15.8,23.2,0.681,11.3,33.9,14.6,6.49,4.2,12.4,15.5
185,Nebraska,33,15,18,0.455,4.4,9.58,,5,13,,11,7,,2,9,,58.3,63.5,,40,21.5,52.8,0.407,5,16.3,0.307,10.4,15,0.692,8.88,28,9.85,5.06,3.12,10.7,17.3
186,Nevada,31,12,19,0.387,0.35,5.25,,3,13,,10,7,,2,11,,67.5,71.9,,40.3,22.7,53.9,0.421,5.9,19.2,0.308,16.2,22.3,0.729,10,29.1,11.3,5.55,3.19,12.8,19
187,Nevada-Las Vegas ,35,25,10,0.714,12.81,5.6,,10,6,,17,2,,6,6,,71.4,63,,40.1,24.9,57.2,0.436,6.49,19.7,0.329,15,21.3,0.703,11.9,36.6,16.1,7.23,5.8,13.9,16.9
188,New Hampshire,29,9,20,0.31,-8.24,-4.17,,5,11,,6,6,,3,13,,60.2,62.7,,40.3,21,54,0.389,6.17,20,0.308,12,18.8,0.639,10.3,31.3,10.5,5.83,2.83,12.1,17.2
189,New Mexico ,35,29,6,0.829,13.24,6.59,,13,3,,15,1,,8,4,,67.3,60.6,,40.3,21.9,51.9,0.423,6.31,18,0.351,17.1,23.7,0.721,9.57,32.1,14.4,6.29,3.83,11.5,15.5
190,New Mexico State ,35,24,11,0.686,5.09,0.68,,14,4,,15,1,,6,8,,67.3,62.1,,40.3,23.8,52.2,0.455,3.91,12.5,0.313,15.8,24.1,0.656,12.3,35.3,11.5,5.66,5.51,14.5,15
191,New Orleans,26,8,18,0.308,-21.28,-6.14,,,,,8,4,,0,13,,68.9,75.3,,41,25.6,58.2,0.44,3.5,12.2,0.288,14.2,21.4,0.661,11.3,31.3,13.8,8.62,2.88,17.7,20.4
192,Niagara,33,19,14,0.576,0.59,-1.14,,13,5,,11,4,,7,8,,73.8,72.1,,40.6,25.4,60.1,0.422,7.3,22.4,0.327,15.8,22.8,0.691,12.5,31.2,12.8,7.94,2.7,11.5,19.8
193,Nicholls State,30,9,21,0.3,-10.56,-5,,8,10,,5,5,,4,13,,67.3,72.9,,40.5,23.8,54.2,0.438,5.3,17.4,0.305,14.5,21.7,0.668,10.4,27.6,12.6,6.33,2.2,13.8,18.8
194,NJIT,29,16,13,0.552,-8.34,-9.02,,6,2,,12,3,,4,9,,70.4,64.4,,41,24.2,57.5,0.421,6.31,17.1,0.37,15.7,23.4,0.671,13.1,35.2,12.9,8.72,5.07,14.6,19.6
195,Norfolk State,33,21,12,0.636,-5.76,-6.54,,16,0,,11,0,,10,9,,66.3,65.5,,40.2,23.3,56.1,0.416,5.21,16,0.325,14.5,22.4,0.646,12.3,33,11.9,7.33,4.58,14.6,18.7
196,North Carolina ,36,25,11,0.694,14.57,8.06,,12,6,,14,2,,7,6,,76.7,69.2,,40.1,28.4,64.5,0.441,7.56,20.1,0.376,12.3,18.2,0.675,13.3,34.8,17.1,8.42,3.25,12,15
197,North Carolina A&T ,37,20,17,0.541,-6.93,-6.29,,8,8,,9,3,,5,12,,62.1,61.9,,40.1,21,52.1,0.403,5.81,19.1,0.304,14.4,21.9,0.658,10.5,31.5,10.9,7.05,4.46,15.2,19.4
198,North Carolina Central,31,22,9,0.71,-2.22,-7.04,,15,1,,12,2,,9,5,,67.1,56.7,,40,22.8,49.5,0.46,5.42,15.6,0.348,16.1,21.9,0.734,9.16,29.7,14.1,7.61,2.9,14.3,17.7
199,North Dakota,33,16,17,0.485,-8.66,-5.46,,12,8,,9,5,,6,11,,67.3,68,,40.2,23.5,55.5,0.423,6.27,18.3,0.343,14,19.7,0.711,10.5,30.6,11.7,7.82,3.73,12.8,16.5
200,North Dakota State,34,24,10,0.706,5.21,-4.01,,12,4,,12,1,,7,8,,67.1,56.1,,40.3,24.6,52.6,0.468,6.88,19.2,0.358,10.9,15.1,0.722,9.26,31.8,12.5,5.76,4.24,11,15.9
201,North Florida,32,13,19,0.406,-7.09,-2.96,,8,10,,7,4,,4,14,,66.3,69.8,,40,23.8,54.6,0.437,7.81,22.7,0.344,10.7,16.2,0.661,10.3,29.7,13.8,6.09,3.72,14.7,17.6
202,North Texas,32,12,20,0.375,-6.38,-2.71,,7,13,,8,7,,2,11,,66.2,68.8,,40.5,23.1,56,0.413,3.53,12.4,0.285,16.4,23.1,0.708,12.3,33.2,10.2,6.16,4.78,13.9,17.4
203,Northeastern,33,20,13,0.606,-1.34,-1.91,,14,4,,7,8,,10,3,,68.9,68.3,,40.9,23.3,52.5,0.443,7,18.8,0.371,15.3,20.4,0.753,9.94,26.8,13.7,7.85,2.52,12.9,15.3
204,Northern Arizona,32,11,21,0.344,-12.15,-3.69,,8,12,,6,6,,4,13,,66.9,75.3,,40.8,24.6,56.4,0.437,5.66,17.3,0.327,12,17.7,0.675,9.53,28.9,13.6,7.16,2.41,14.3,17.4
205,Northern Colorado,31,13,18,0.419,-7.76,-5.31,,10,10,,8,5,,4,13,,70.5,70.4,,40.2,25.7,55.4,0.463,6.81,18.1,0.377,12.3,18.2,0.674,10.6,31.7,13.1,6.68,2.29,13.1,17.8
206,Northern Illinois,30,5,25,0.167,-12,-2.2,,3,13,,3,11,,2,14,,54,62.8,,40.2,18.7,52.2,0.358,4.53,16.4,0.276,12,18.4,0.653,12.4,29.6,8.47,7.1,1.7,14.5,20.4
207,Northern Iowa,36,21,15,0.583,8.58,5.21,,11,7,,16,4,,5,6,,66.7,61.9,,40.4,23,51.9,0.443,7.78,21.2,0.367,12.9,17,0.757,7.81,29.5,12.3,6.19,2.44,12,14.6
208,Northern Kentucky,27,11,16,0.407,-7.55,-5.15,,9,9,,5,4,,6,9,,58.6,61,,40,20.5,50.5,0.406,7.56,22.9,0.331,10.1,14.3,0.703,8.15,26.3,12.6,6.11,1.93,11.4,15.8
209,Northwestern,32,13,19,0.406,5.36,8.29,,4,14,,8,11,,3,7,,60.7,63.7,,40.2,20.7,51.5,0.401,7.56,22.2,0.341,11.8,17.4,0.679,8.81,26.5,14.6,5.63,3.19,10.7,16.6
210,Northwestern State ,32,23,9,0.719,0.39,-3.79,,15,3,,13,1,,8,7,,80,71.4,,40,28.7,62.7,0.458,5.91,18.8,0.313,16.6,24.2,0.686,13.6,35.4,15.3,9.59,4.72,14,19.3
211,Notre Dame ,35,25,10,0.714,13.76,7.24,,11,7,,17,2,,4,5,,70,63.5,,41.1,25.5,55.1,0.462,6.51,17.6,0.37,12.5,17.7,0.709,11.1,32.7,16.8,5,3.77,11.2,14.1
212,Oakland,33,16,17,0.485,-4.38,-1.61,,10,6,,10,2,,5,14,,74.1,75.3,,40.3,24.9,57.2,0.436,7.24,20.4,0.355,16.9,23.9,0.708,11.2,29.2,13.1,8.24,1.18,12.1,18.8
213,Ohio,34,24,10,0.706,6.95,-1.05,,14,2,,16,2,,7,7,,72.5,64.5,,40.3,26.1,56.1,0.466,7.88,22.5,0.351,12.3,17.6,0.699,8.97,27.9,17.5,8.91,3.53,12.6,19.7
214,Ohio State ,37,29,8,0.784,20.19,9.33,,13,5,,16,2,,5,5,,70.2,59.4,,40.1,25.1,55.6,0.451,6.14,17.2,0.356,13.9,19.7,0.708,10.2,32.9,13.3,6.7,4.38,10.2,15.9
215,Oklahoma ,32,20,12,0.625,11.4,7.08,,11,7,,12,2,,5,7,,70.6,66.3,,40.3,25.1,57.7,0.435,4.97,15.4,0.323,15.5,20.4,0.757,11.8,33.3,12.3,6.44,2.78,11.8,17.4
216,Oklahoma State ,33,24,9,0.727,15.57,6.72,,13,5,,15,2,,5,5,,71.8,63,,40.8,24.7,56.2,0.439,5.55,17.6,0.316,17,22.8,0.746,10.7,33.6,12.1,7.52,4.7,12.5,18.1
217,Old Dominion,30,5,25,0.167,-7.56,-1.53,,3,15,,2,15,,2,10,,64.9,70.9,,40.2,23.6,57.6,0.409,4.6,16.9,0.273,13.2,19.9,0.661,14.6,33.7,12.5,7.17,4.7,13.7,19.2
218,Omaha,31,11,20,0.355,-15.19,-3.91,,6,10,,7,6,,3,13,,71.5,82.2,,40,26.6,57.6,0.462,6.1,17,0.358,12.1,17.3,0.698,8.45,27.9,13.2,6.61,2.77,14.6,17
219,Oral Roberts,35,20,15,0.571,-0.27,-3.03,,13,5,,10,4,,9,8,,71,66.9,,40.3,25.4,55.2,0.461,4.71,13.3,0.353,15.4,20.9,0.738,11.8,32.5,12.6,6.23,3.8,13.8,16.5
220,Oregon ,37,28,9,0.757,13.78,5.73,,12,6,,17,2,,6,5,,71.6,63.6,,40.7,25.5,57,0.447,5.19,15.6,0.333,15.4,21.9,0.705,12.2,34.7,13.1,8.49,3.95,15,17.6
221,Oregon State,32,14,18,0.438,6.01,4.26,,4,14,,9,8,,3,7,,72,70.3,,40.2,25.9,58,0.447,5.81,16,0.364,14.4,21.5,0.67,12.4,33.8,14.3,6.31,4.59,13.5,15.9
222,Pacific ,35,22,13,0.629,1.67,0.76,,13,5,,13,2,,4,9,,67,63.9,,40.1,23.5,52.5,0.448,6.43,16.9,0.381,13.5,19.5,0.689,9.51,29.6,14.6,5.54,1.31,11.1,17.7
223,Penn State,31,10,21,0.323,2.86,9.47,,2,16,,8,9,,1,9,,61.6,68.2,,40.3,21.3,53.9,0.395,5.03,17,0.296,13.9,20,0.696,11,31.1,9.84,5.29,3.23,12.3,21.9
224,Pennsylvania,31,9,22,0.29,-6.95,-1.47,,6,8,,5,7,,4,12,,62.8,68.3,,40.2,22.2,52.3,0.425,5.45,15.9,0.343,12.9,18,0.717,8.77,28,13.5,6.48,2.58,16,20.8
225,Pepperdine,30,12,18,0.4,-3.85,0.94,,4,12,,6,7,,5,10,,62.8,67.4,,40.7,22.4,51.7,0.434,5.5,15.4,0.356,12.4,17.6,0.703,10.3,31,12,5.63,2.2,14.7,17.2
226,Pittsburgh ,33,24,9,0.727,18.84,5.66,,12,6,,16,3,,6,3,,69.2,56,,40.5,25.4,53.8,0.472,4.94,14.2,0.349,13.5,20.2,0.668,12.9,32.3,16.3,6.61,3.97,11,17.4
227,Portland,32,11,21,0.344,-5.82,3.24,,4,12,,8,8,,2,11,,61,68.4,,40.2,21.9,53.4,0.41,4.41,14,0.315,12.8,18.8,0.677,11.5,32,12.1,5.88,3.88,15,17.6
228,Portland State,28,8,20,0.286,-10.94,-5.64,,5,15,,8,6,,0,14,,68.9,72.8,,40.2,25,55.1,0.455,5.39,14.3,0.377,13.4,18.1,0.743,10,27.8,13.1,5.46,2.36,12,16.5
229,Prairie View,34,15,19,0.441,-15.63,-10.11,,8,10,,9,4,,3,13,,64.2,65.4,,40.2,24.2,60.7,0.398,3.79,14.5,0.261,12,19.6,0.615,15.6,36,10.9,7.68,3.29,15,20.3
230,Presbyterian,32,8,24,0.25,-17.43,-4.67,,4,12,,7,6,,1,15,,62.1,70.3,,40.3,23.1,51.3,0.451,6,17.3,0.347,9.91,13.2,0.753,6.81,26.1,11.9,4.53,1.78,13.1,15.3
231,Princeton,28,17,11,0.607,3.17,-1.64,,10,4,,9,4,,8,6,,64.4,58.4,,40.2,22.6,48.9,0.462,6.71,17,0.395,12.5,17.3,0.723,8.96,28.5,14.5,6.36,3.04,12.3,16.2
232,Providence,34,19,15,0.559,9.3,6.56,,9,9,,14,4,,4,8,,67.6,64.9,,40.4,23.6,57.3,0.411,5.47,17.6,0.31,15,21.4,0.702,13.9,34.1,14.3,6.21,3.24,12.7,17.1
233,Purdue,34,16,18,0.471,9.04,7.87,,8,10,,12,7,,4,7,,66.2,65.1,,40.3,24.6,57.9,0.426,4.26,13.3,0.32,12.7,19.4,0.653,13.5,34.7,13.8,4.94,4.5,12.6,17.8
234,Purdue Fort Wayne,33,16,17,0.485,-6.99,-5.31,,7,9,,10,4,,4,10,,67.1,66,,40.6,23.5,53.7,0.439,6.73,18.8,0.358,13.2,20.6,0.642,10.5,31.2,12.5,7.58,2.64,13.6,17.7
