,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
117,Illinois,32,14,18,0.438,8.5,7.53,,4,14,,12,6,,1,10,,75.8,73.8,,40.5,26.8,60.9,0.439,7.38,22,0.335,14.9,20.4,0.732,12.4,32.9,13.8,7.5,2.16,13.3,22.5
118,Illinois State,33,18,15,0.545,1.07,3.67,,10,8,,11,3,,3,10,,71.6,73.3,,40.9,24.6,58.1,0.424,9.12,26.8,0.341,13.2,19.4,0.683,9.61,35.5,14.2,6.55,3.97,13.3,20.5
119,Illinois-Chicago,36,20,16,0.556,-2.91,-4.21,,12,6,,11,7,,9,8,,75.2,72.1,,40.1,26.4,58.8,0.45,6.72,19.4,0.347,15.7,21.3,0.734,10.3,38.4,12.5,6.78,6.72,15.1,19.1
120,Incarnate Word,28,7,21,0.25,-17.71,-5.04,,2,16,,6,9,,1,12,,70.6,77.3,,40,24,55.9,0.428,5.93,17.6,0.337,16.8,22.5,0.746,10,34.9,11.1,6.04,5.11,15.8,18.6
121,Indiana,31,16,15,0.516,9.89,8.25,,9,9,,12,6,,3,8,,71.9,70.3,,40.5,26,57,0.456,6.26,19.4,0.322,13.6,20.8,0.657,11.1,35.5,14,6.42,4.32,12.5,18.1
122,Indiana State,31,13,18,0.419,1.53,2.43,,8,10,,8,7,,5,7,,72.5,72.7,,41.1,24.6,58.2,0.423,8.71,24.1,0.361,14.6,20.8,0.705,10.4,36.3,11.6,7.52,3.39,14.4,19.8
123,Iona ,34,20,14,0.588,0.75,-2.19,,11,7,,8,3,,7,8,,79.5,76.5,,40.7,28.1,61.1,0.461,9.53,24.9,0.383,13.6,18.4,0.738,8.56,33.7,15.9,6.74,3.03,11.6,17.3
124,Iowa,33,14,19,0.424,8.13,7.13,,4,14,,9,6,,1,10,,79.7,78.7,,40.3,28.7,59.8,0.479,7.64,20.4,0.375,14.7,21.2,0.695,11.8,38.1,18.2,5.21,4.06,13.4,16.6
125,Iowa State,31,13,18,0.419,6.88,9.49,,4,14,,9,7,,0,10,,72.8,75.5,,40.3,26.4,60.3,0.437,7.55,21.1,0.358,12.6,18,0.7,10.9,36.6,13.6,4.81,4.16,11.9,16.4
126,IU Indy,30,11,19,0.367,-9.82,-3.53,,8,10,,9,4,,2,14,,68.2,72.7,,40.2,24.4,57.4,0.424,7.1,20,0.355,12.4,18.6,0.665,11.5,34.1,12.8,6.83,3.43,14.2,18.7
127,Jackson State,32,12,20,0.375,-17.66,-10.5,,9,9,,9,2,,2,17,,62.2,67.5,,40.5,22.3,60,0.372,7.44,22.6,0.329,10.2,15.5,0.654,12.5,34,10.9,7.34,2.78,11.5,20.3
128,Jacksonville,33,15,18,0.455,-13.39,-6.12,,8,6,,10,6,,3,12,,72.9,75.2,,40.8,27.2,60.4,0.45,6.12,18.2,0.336,12.4,18.8,0.658,10,35.8,12.6,6.85,3.39,14.3,16.2
129,Jacksonville State,36,23,13,0.639,-0.3,-4.87,,11,7,,12,4,,9,8,,71.9,65.8,,40.3,26.5,58.1,0.456,5.86,18.1,0.325,13,18.3,0.712,11.4,38.1,15.1,6.11,4.89,13,17.3
130,James Madison,32,10,22,0.313,-5.47,-2.15,,6,12,,7,7,,3,11,,73.2,75.4,,40.9,25.4,60.4,0.42,7.22,21.7,0.332,15.2,20.8,0.729,11.3,35.9,12.1,7.13,3.25,12,20.9
131,Kansas ,39,31,8,0.795,21.39,11.88,,13,5,,14,3,,8,3,,81.4,71.9,,40.1,29.9,60.7,0.492,10,25,0.401,11.6,16.4,0.708,9.77,35.6,16.6,6.51,4.1,11.7,15.3
132,Kansas City,32,10,22,0.313,-10.19,-1.02,,5,9,,6,8,,3,11,,70.3,76.5,,40.2,23.6,58.1,0.407,8.88,26.4,0.336,14.2,20,0.711,8.13,31.8,11.1,6.31,2.53,12.8,21.3
133,Kansas State ,37,25,12,0.676,12.85,8.74,,10,8,,14,3,,6,5,,71.1,67,,40.1,25.3,54.7,0.463,6.86,20.1,0.341,13.6,18.5,0.734,8.22,30.7,13.8,7.95,2.97,11.4,18.5
134,Kennesaw State,30,10,20,0.333,-11.17,-4.31,,6,8,,8,6,,2,14,,72.7,77.6,,40.2,26.8,59,0.455,5.33,14.6,0.365,13.7,19.9,0.69,10.2,32.9,14.9,7.2,3.1,13.6,18
135,Kent State,34,17,17,0.5,-3.73,-1.76,,9,9,,13,3,,2,11,,73,73.6,,40.3,25.6,60.3,0.425,7.5,23,0.326,14.3,19.6,0.728,11.5,35.9,11.6,5.91,3.59,13,18.8
136,Kentucky ,37,26,11,0.703,17.24,10.73,,10,8,,16,2,,4,6,,76.8,70.2,,40.1,27,57.2,0.472,5.27,14.8,0.357,17.5,25.1,0.698,11.9,38.7,13.2,5.62,4.76,13,19
137,La Salle,32,13,19,0.406,1.7,2.54,,7,11,,10,4,,2,10,,72.9,73.8,,41.1,25.5,59.5,0.429,7.31,22.2,0.33,14.5,18.5,0.787,9.16,35.1,12.8,5.91,2.81,11.7,17.1
138,Lafayette,31,10,21,0.323,-9.77,-6.04,,7,11,,8,6,,2,14,,71.2,74.4,,40.2,25.1,55.1,0.455,8.48,22.8,0.371,12.6,16.4,0.769,6.77,33.1,12.5,4.23,3.32,13.3,16.6
139,Lamar,33,19,14,0.576,-5.19,-7.23,,11,7,,11,4,,8,7,,75.8,69.6,,40.6,26.5,61.4,0.431,7.79,22.7,0.343,15.1,22.9,0.657,12.9,37.8,13.6,8.52,2.27,13,19.8
140,Lehigh,30,16,14,0.533,-6.41,-5.65,,11,7,,9,6,,7,8,,77.9,77.8,,41,27.8,61.5,0.453,9.77,24,0.406,12.4,16,0.777,8.97,35.8,14.3,6.13,1.77,12.7,18.4
141,Liberty,37,22,15,0.595,-2.68,-6.24,,9,9,,13,7,,7,6,,70.8,63.6,,40.8,24.3,52.6,0.461,8.11,21.8,0.373,14.1,17.8,0.792,7.32,33.5,14.1,5.89,2.54,11.8,16.6
142,Lipscomb ,33,23,10,0.697,-2.1,-3.8,,10,4,,13,2,,10,7,,82.1,77.7,,40.6,28,61.8,0.453,8.09,24.6,0.328,18,25,0.718,10.5,38.7,15.7,6.55,3.09,14.9,19.9
143,Little Rock,32,7,25,0.219,-10.45,-2.22,,4,14,,5,10,,2,14,,63.7,70.1,,40.6,23.4,54.9,0.427,6.25,19.5,0.321,10.6,17.3,0.61,10.1,34,12.2,4.97,2.91,14.3,19.1
144,Long Beach State,33,15,18,0.455,-3.76,0.89,,9,7,,8,5,,6,10,,75.3,78.4,,40.3,26.2,58.1,0.452,5.94,16.9,0.351,16.9,23.2,0.728,11.5,36.2,12.7,6.61,3.61,15.2,17.9
145,Long Island University ,35,18,17,0.514,-8.6,-8.19,,10,8,,12,4,,5,11,,77,76.4,,40.1,26.7,58.7,0.455,7.97,23.3,0.342,15.6,22.5,0.696,10.6,37.9,12.6,5.54,3.17,14.2,19.6
146,Longwood,33,7,26,0.212,-18.31,-4.31,,3,15,,5,11,,2,13,,63.3,74.1,,40,22.1,53.5,0.413,6.85,20.9,0.327,12.3,17.9,0.687,7.94,32.4,9.91,6.61,3.12,15.6,17.4
147,Louisiana,34,27,7,0.794,7.58,-2.55,,16,2,,14,1,,10,4,,83.2,70.8,,40.1,28.6,61.6,0.464,8.74,24.1,0.363,17.4,22.8,0.761,12.8,39,17.4,7.5,4.32,13.4,19.1
148,Louisiana State,33,18,15,0.545,10.93,8.02,,8,10,,14,4,,3,8,,77.5,74.6,,40.2,27.8,58.4,0.476,8.12,23.5,0.346,13.9,19,0.731,9.61,33.4,14.2,7.64,3.33,11.6,17.7
149,Louisiana Tech,33,17,16,0.515,1.33,-0.12,,7,11,,11,5,,2,10,,74.8,70.6,,40.2,25.4,56.9,0.446,8.7,23.2,0.375,15.3,21.1,0.725,9.52,34.5,14.2,5.94,4,12.3,17.2
150,Louisiana-Monroe,32,16,16,0.5,-6.28,-3.31,,9,9,,12,4,,3,11,,69.8,68.3,,40.3,25.3,58.2,0.435,9,25,0.36,10.2,14.2,0.717,9.28,33.7,13.9,6.47,1.31,11.9,16.7
151,Louisville,36,22,14,0.611,14.3,9.07,,9,9,,16,6,,4,7,,75.6,70.4,,40.6,26.9,59.4,0.453,7.78,20.9,0.371,14,19,0.736,9.94,36.6,13.6,6.97,6.03,11.8,16.3
152,Loyola (IL) ,38,32,6,0.842,10.37,1.8,,15,3,,14,1,,9,4,,71.6,62.6,,40,26.2,51.7,0.507,7.29,18.4,0.396,11.9,16.5,0.725,6.26,32.2,15.6,6.34,2.37,12.4,13.9
153,Loyola (MD),31,9,22,0.29,-12.71,-5.25,,6,12,,8,6,,1,16,,69.5,75,,40.5,25.7,58.7,0.438,5.26,16.4,0.32,12.8,19.6,0.653,10.7,34.7,11.6,7.03,3.13,13.4,19.8
154,Loyola Marymount,31,11,20,0.355,-4.34,1.09,,5,13,,7,7,,3,12,,71.8,76.4,,40.3,25.9,58.5,0.443,6.45,18.5,0.348,13.6,19.1,0.71,12.1,32.6,14.2,6.97,2.32,13.1,19.6
155,Maine,32,6,26,0.188,-14.64,-3.27,,3,13,,4,8,,2,16,,66.9,75.3,,40.5,23.9,58.5,0.408,7.03,23.3,0.302,12,17.5,0.689,9.56,35.3,11.8,6.44,2.94,15.5,19.5
156,Manhattan,31,14,17,0.452,-5.04,-4.13,,9,9,,8,3,,5,8,,69.3,70.2,,40.6,23.8,53.6,0.444,7.71,19.3,0.4,14,20.2,0.694,10.3,33.2,14,6,3.9,15.5,19.9
157,Marist,31,6,25,0.194,-12.48,-3.57,,4,14,,4,9,,2,10,,72.2,81.1,,40.6,24.5,55.2,0.445,9.03,25.9,0.349,14.1,19.7,0.714,7.52,33.6,11.9,4.19,2.48,15.7,17.6
158,Marquette,35,21,14,0.6,12.5,9.7,,9,9,,13,7,,5,5,,81.3,78.5,,40.4,28.3,59.5,0.475,11,26.4,0.417,13.8,17.1,0.805,9,31.8,15.7,6.11,3.66,12.3,19.4
159,Marshall ,36,25,11,0.694,4.21,0.44,,12,6,,15,2,,6,8,,83.8,79.1,,40.4,28.9,62,0.467,10.1,28.1,0.358,15.9,20.8,0.764,8.14,35.8,17.1,7,5.81,13.2,17.1
160,Maryland,32,19,13,0.594,13.78,7.94,,8,10,,15,3,,2,8,,73.1,66.9,,40.2,25.3,53,0.478,7.16,19.3,0.371,15.2,20.2,0.755,9.53,35.9,14.1,4.31,4.28,13.7,16
161,Maryland-Baltimore County ,36,25,11,0.694,-2.02,-3.84,,12,4,,15,2,,9,7,,73.1,68.5,,40,25.7,58,0.443,10.1,26.1,0.387,11.5,17.8,0.646,9.67,34.6,15.2,7.47,2.42,12.2,16.4
162,Maryland-Eastern Shore,32,7,25,0.219,-24.63,-7.56,,3,13,,6,5,,0,18,,62.3,77.3,,40,22.2,57.6,0.385,6.44,22.7,0.284,11.4,16.9,0.675,10.9,33.3,10.8,4.72,1.78,13,17.1
163,Massachusetts,33,13,20,0.394,-1.65,1.1,,5,13,,11,6,,1,11,,71.9,74.7,,40.9,26.1,58.1,0.449,8.88,22.2,0.4,10.9,14.6,0.746,9.09,32.8,15.3,4.82,2.97,12.8,18
164,Massachusetts-Lowell,30,12,18,0.4,-9.53,-5.77,,6,10,,9,7,,3,11,,76.2,78.5,,40.2,26.4,57.3,0.46,7.17,20.7,0.346,16.3,23,0.709,9.37,32.3,14.5,7,2.87,13.5,17.9
165,McNeese State,29,12,17,0.414,-12.06,-6.1,,8,10,,8,5,,4,12,,75.3,76.2,,40.3,26.9,61.6,0.436,7.07,20.6,0.343,14.4,20.3,0.71,11.2,39.4,11.3,5.38,4.59,14.3,17.4
166,Memphis,34,21,13,0.618,1.81,2.16,,10,8,,14,5,,5,5,,70.8,71.2,,40.6,24.4,53.9,0.452,5.91,18.6,0.317,16.2,23.5,0.69,11.5,34.3,13,5.91,3.79,13.7,17.1
167,Mercer,34,19,15,0.559,-0.87,-3.5,,11,7,,11,3,,7,9,,75.3,69.8,,40.6,25.8,54.5,0.474,8.47,22,0.385,15.2,20,0.76,9.71,34.6,14.4,5.35,1.62,12.5,17.1
168,Miami (FL) ,32,22,10,0.688,12.83,6.96,,11,7,,11,3,,8,4,,73.8,67.9,,40.3,27.3,58.8,0.465,7.72,21.2,0.364,11.3,17.1,0.662,9.94,34.8,13.3,6.56,4.06,11.5,16.2
169,Miami (OH),34,16,18,0.471,-3.56,-1.15,,8,10,,9,5,,6,11,,72,70.7,,40.9,26.1,59,0.442,8.85,25.8,0.343,11.1,16.1,0.686,9.97,36.2,13.3,7.56,2.59,13.3,16.7
170,Michigan ,41,33,8,0.805,19.03,9.41,,13,5,,15,1,,6,5,,73.6,63.3,,40.4,26.6,57,0.468,8.8,24.7,0.357,11.6,17.5,0.661,8.41,33.3,14.3,6.37,3.07,9.24,15.7
171,Michigan State ,35,30,5,0.857,22.41,7.1,,16,2,,16,1,,8,1,,80.2,64.9,,40.1,28.3,57,0.496,8.29,20.7,0.4,15.3,20.5,0.747,11.6,41.1,19.1,4.09,7.17,13.1,18.3
172,Middle Tennessee,33,25,8,0.758,10.29,2.83,,16,2,,12,2,,12,2,,75.1,66.3,,40.3,27.3,58,0.471,7.3,19.6,0.372,13.2,17.7,0.742,10.5,35.8,14.2,6.09,2.3,12.5,19.7
173,Milwaukee,33,16,17,0.485,-4.15,-4.25,,8,10,,9,7,,6,9,,68.5,68.5,,40.3,25.3,56.7,0.446,7.12,21.3,0.334,10.8,16,0.674,8.82,34.7,13,5.94,3.79,12.5,16.5
174,Minnesota,32,15,17,0.469,7,6.91,,4,14,,11,6,,2,9,,75.2,75.1,,40.5,26.6,61.6,0.431,6.81,19.7,0.346,15.2,21.6,0.704,11.6,38.2,14.6,5.66,5.09,11,15.4
175,Mississippi,32,12,20,0.375,6.85,9.16,,5,13,,10,8,,1,10,,75.8,78.1,,40.6,26.3,62.5,0.421,7.84,24.6,0.319,15.4,21.1,0.73,12.3,38,14.6,6.25,4.09,11.4,19
176,Mississippi State,37,25,12,0.676,11.71,6.82,,9,9,,19,2,,4,8,,73.4,67.8,,40.3,27,58.1,0.465,6.92,21.7,0.319,12.4,18,0.691,10.8,36.1,13.3,6.57,5.35,13.1,16.6
177,Mississippi Valley State,32,4,28,0.125,-21.41,-8.13,,4,14,,3,6,,1,21,,64.8,78.1,,40.6,23.7,61.8,0.383,5.34,17.8,0.301,12.1,18,0.675,12.3,35.6,10.2,5.81,1.75,13.2,20.6
178,Missouri ,33,20,13,0.606,13.81,9.19,,10,8,,13,3,,5,6,,72.7,68.1,,40.3,24.1,53.5,0.45,9.27,24.2,0.383,15.3,20.8,0.734,10.1,37.1,13.4,5.15,4.24,14.2,18
179,Missouri State,33,18,15,0.545,3.06,0.43,,7,11,,10,5,,4,8,,70.1,66.6,,40.2,25.8,59.2,0.436,7.09,21.4,0.331,11.4,16,0.715,11.8,38.7,12.9,4.64,4.06,11.6,17.4
180,Monmouth,31,11,20,0.355,-2.41,-1.25,,7,11,,6,6,,4,12,,75.4,76.5,,41.3,25.4,55.4,0.458,7.19,18.5,0.389,17.4,24.5,0.711,8.9,36,12.9,6.35,2.35,15.3,21.7
181,Montana ,34,26,8,0.765,6.29,-2.24,,16,2,,14,0,,8,6,,77.2,68.5,,40.6,27.8,59.4,0.467,5.47,16.1,0.339,16.2,22.9,0.706,11.8,37,12.6,7.76,3.35,12.4,21.1
182,Montana State,32,13,19,0.406,-8.69,-3.52,,6,12,,8,6,,3,12,,76.1,78.9,,40.5,25.5,60.3,0.424,8.03,22.8,0.352,17,23.3,0.728,11.2,36.5,12.5,5.5,2.06,12.5,20.2
183,Morehead State,29,8,21,0.276,-10.65,-1.91,,4,14,,7,6,,1,15,,70.4,76,,40.2,24.6,57.1,0.43,7.03,21.8,0.323,14.3,20.4,0.701,11.7,35.9,11.9,5.69,2.97,15.7,20.6
184,Morgan State,31,13,18,0.419,-15.11,-11.98,,7,8,,8,2,,3,15,,73.3,75.4,,40.6,25.4,60.7,0.418,5.19,15.4,0.337,17.4,23.9,0.725,13.7,38.3,12.5,7.16,2.84,14,20.3
185,Mount St. Mary's,32,18,14,0.563,-8.13,-8.03,,12,6,,12,3,,6,11,,72.8,71.9,,40.5,25.3,55.6,0.455,10.1,26.7,0.379,12.2,16.6,0.733,6.69,28.7,14,6.91,3.91,11,15.4
186,Murray State ,32,26,6,0.813,6.87,-3.53,,16,2,,14,2,,10,3,,78.6,66.2,,40,27.2,56.3,0.483,8.47,22.5,0.377,15.8,21.5,0.734,10.7,37.1,14.7,6.75,3.25,12,17.5
187,Navy,32,20,12,0.625,-6.91,-7.2,,11,7,,9,6,,9,6,,68.7,66.4,,40.2,24.1,54.3,0.444,6.44,19.4,0.331,14.1,19.6,0.719,10.8,34.8,14.1,6.44,1.28,14.2,17.3
188,NC State ,33,21,12,0.636,12.91,6.7,,11,7,,16,3,,4,5,,81.3,75.1,,40.2,29.2,62.2,0.47,7.97,21.4,0.372,14.8,21.3,0.696,12.2,35.6,16.1,7.39,3.7,12.1,18.5
189,Nebraska,33,22,11,0.667,10.99,7.33,,13,5,,16,1,,4,8,,72.3,68.6,,40.2,24.8,57.8,0.43,7.03,20.3,0.346,15.6,21.7,0.718,10.8,36.1,13.5,6.06,5.55,11,17.1
190,Nevada ,37,29,8,0.784,14.44,4.93,,15,3,,14,1,,11,3,,82.6,73.1,,40.5,28.4,60.5,0.469,9.57,24.4,0.392,16.3,21.9,0.743,9.24,35.6,16.2,6.22,4.05,9.65,17
191,Nevada-Las Vegas,33,20,13,0.606,7.2,1.87,,8,10,,13,6,,5,6,,83.4,78.1,,40.8,29.6,60.6,0.489,5.61,16.8,0.334,18.5,26.3,0.705,12,40.4,16.2,5.58,4.42,14.3,17.6
192,New Hampshire,31,10,21,0.323,-8.38,-4.31,,6,10,,8,7,,2,12,,67.8,67.3,,40,23.4,58.2,0.402,8.13,25,0.325,12.9,17.5,0.737,11.5,38.4,11.9,3.58,1.81,11.7,17.9
193,New Mexico,34,19,15,0.559,5.81,3.3,,12,6,,13,4,,4,8,,82.2,77.7,,40.1,27.6,60.7,0.455,10.8,28.8,0.375,16.2,20.8,0.777,9.32,31.6,15.9,7.38,2.82,12.4,20.5
194,New Mexico State ,34,28,6,0.824,9.06,-1.1,,12,2,,14,1,,8,3,,75.6,64.2,,40.1,28.3,61.9,0.458,7.59,22.7,0.334,11.4,17.7,0.643,12.6,41.2,14.1,5.56,3.03,12.6,17.8
195,New Orleans,33,16,17,0.485,-9.01,-5.78,,11,7,,10,3,,5,13,,69.6,70.4,,40.2,24.7,54.5,0.453,4.82,13.5,0.358,15.4,22.9,0.673,11.3,34.2,14.6,7.21,3.52,15.1,18.8
196,Niagara,33,19,14,0.576,-4.84,-4.21,,12,6,,9,5,,10,7,,83.3,83.9,,40.3,28.6,64.4,0.444,8.24,23,0.359,17.8,24.5,0.728,12,39,12,5.18,4.39,11.3,17.5
197,Nicholls State,32,21,11,0.656,-3.54,-5.86,,15,3,,12,3,,9,7,,82.5,75.3,,40,29.4,62.3,0.472,8.13,22.8,0.357,15.6,21.8,0.717,11,37.2,14.8,9.59,3.94,15.3,22.3
198,NJIT,30,14,16,0.467,-7.25,-5.53,,7,7,,10,7,,4,9,,74.9,73.2,,40.3,26.9,60.1,0.448,7.87,21.8,0.361,13.2,19.3,0.684,11,35.4,13.9,8.2,3.23,13.3,18.5
199,Norfolk State,33,14,19,0.424,-12.99,-10.19,,11,5,,8,6,,5,11,,72.7,73.2,,40.2,26,60.4,0.431,7.7,21.4,0.359,13,19.4,0.671,12.5,38.5,13.6,6.24,3.45,15.4,21
200,North Carolina ,37,26,11,0.703,20.07,11.78,,11,7,,12,3,,6,5,,81.6,73.3,,40.1,29.9,65.3,0.457,8.24,22.9,0.359,13.6,18.3,0.743,13.8,42.4,18.2,5.76,4.08,12,15.9
201,North Carolina A&T,35,20,15,0.571,-12.58,-11.22,,11,5,,12,0,,5,13,,74.9,74.4,,40.4,26.5,57.4,0.462,6.09,20.2,0.301,15.8,22.2,0.711,9.94,35.8,15.3,6.06,2.29,13.8,18
202,North Carolina Central ,35,19,16,0.543,-13.18,-12.31,,9,7,,12,2,,3,13,,72,69.3,,40.1,27.1,58.9,0.461,6.06,18.3,0.331,11.7,17.1,0.687,11.9,38.2,15.6,5.11,3.34,14.1,18.6
203,North Dakota,32,12,20,0.375,-7.63,-0.19,,6,12,,7,6,,2,13,,75.8,81.6,,40.8,27,58.7,0.459,7.28,21.4,0.34,14.6,20.7,0.706,7.03,30.8,12.8,7.91,1.84,13,18.9
204,North Dakota State,32,15,17,0.469,-1.86,-1.58,,5,9,,8,6,,5,10,,74.4,70.8,,40.2,26.2,55.7,0.469,9.19,24.3,0.378,12.9,17,0.761,7.25,34.4,13.2,4.53,2.38,12.6,17.4
205,North Florida,33,14,19,0.424,-11.4,-1.74,,7,7,,10,2,,4,17,,80.8,87.1,,40.2,28.5,62.4,0.456,10.8,28.6,0.378,13.1,17.3,0.76,9.45,35.1,14.8,5.24,3.82,14.5,15.3
206,North Texas,38,20,18,0.526,1.16,-0.4,,8,10,,14,6,,6,11,,74.4,71.1,,40.5,26.6,59,0.451,7.95,22.3,0.356,13.2,20,0.66,11.1,38.2,12.5,5.13,2.95,13,19
207,Northeastern,33,23,10,0.697,3.64,-1.61,,14,4,,12,2,,9,5,,74.9,68.8,,40.5,26,53.8,0.484,9.15,24.4,0.376,13.7,18.7,0.733,7.82,32.8,15.8,6.67,2.48,13.6,17.4
208,Northern Arizona,32,5,27,0.156,-14.67,-1.04,,2,16,,2,10,,3,14,,65.6,78.5,,40.3,21.8,54.7,0.399,5.56,18.3,0.305,16.4,23.4,0.701,10,33.6,9.81,5.63,3.13,15.5,19.8
209,Northern Colorado,38,26,12,0.684,3.67,-2.27,,11,7,,14,3,,7,8,,81.1,73.1,,40.4,29.1,61.8,0.47,8.79,24.5,0.359,14.2,20.6,0.689,9.5,37.6,11.9,5.34,3.66,12.2,19
210,Northern Illinois,32,13,19,0.406,-6.71,-1.71,,6,12,,11,4,,1,13,,72.5,75.2,,40.2,26.5,58.1,0.456,5.28,16,0.33,14.1,19.5,0.726,9.84,34.4,9.22,6.66,1.81,11.8,18.6
211,Northern Iowa,32,16,16,0.5,4,3.87,,7,11,,12,4,,1,9,,64.3,62.2,,40.2,22.5,53.6,0.42,7.16,21.4,0.335,12.1,16.8,0.721,8.34,34.7,10.8,5.19,2.5,11.4,15.1
212,Northern Kentucky,32,22,10,0.688,4.83,-4.07,,15,3,,12,2,,8,6,,77.7,66,,40,28.1,59.1,0.475,8.06,23.6,0.341,13.5,18.5,0.731,9.63,36.8,16.3,7.38,3.22,12.5,18.3
213,Northwestern,32,15,17,0.469,9.63,8.37,,6,12,,11,6,,3,9,,68.8,66.5,,40.3,24.2,56.7,0.426,7.97,22.5,0.354,12.6,16.8,0.747,10,33.1,14,4.88,4.25,11.7,18.9
214,Northwestern State,29,4,25,0.138,-21.02,-4.18,,1,17,,1,11,,3,13,,64.4,78.1,,40,23.9,57.9,0.412,4.31,15.4,0.279,12.4,20.3,0.611,12.4,35.7,9.62,6.21,4.21,17.1,19.8
215,Notre Dame,36,21,15,0.583,13.64,7.92,,8,10,,11,6,,5,7,,74.9,68.6,,40.4,26.3,59.2,0.443,8.33,23.3,0.358,14.1,18.6,0.758,10.7,36.8,14.4,5.78,3.64,9.86,13.1
216,Oakland,33,19,14,0.576,-1.82,-3.76,,10,8,,11,4,,7,8,,78.2,76.2,,40.3,26.8,59.6,0.45,8.33,23.7,0.352,16.3,21.1,0.77,9.91,36.5,16.8,6.06,5.15,13.2,16.4
217,Ohio,31,14,17,0.452,-2.52,-1.65,,7,11,,11,5,,2,10,,75.3,75.9,,41.3,27.1,61.1,0.443,7.87,21.3,0.369,13.3,18.7,0.712,8.35,36.4,14.3,6.68,3.32,13.3,16.1
218,Ohio State ,34,25,9,0.735,17.67,9.02,,15,3,,16,2,,6,2,,76.2,67.6,,40.4,28,58.2,0.48,7.03,19.9,0.353,13.2,18.1,0.731,9.82,36.6,14.7,6.15,3.88,11.7,17.5
219,Oklahoma ,32,18,14,0.563,13.81,10.56,,8,10,,13,2,,2,9,,84.9,81.7,,40.5,29.8,64.5,0.462,9.38,26.1,0.359,15.9,21.4,0.746,10.6,38.4,15,6.5,4.72,13.4,17.2
220,Oklahoma State,36,21,15,0.583,12.45,9.12,,8,10,,15,6,,3,7,,76.6,73.3,,40.3,26.6,61.8,0.431,8.22,23.6,0.348,15.1,19.9,0.757,12.9,37.4,14.3,6.58,3.97,12.9,19.2
221,Old Dominion,32,25,7,0.781,9.27,-1.27,,15,3,,12,2,,10,3,,73.3,62.8,,40.3,26.4,59,0.447,7.13,20,0.357,13.5,19.5,0.692,11.7,37.7,15.1,7.47,4.34,10.4,15.9
222,Omaha,31,9,22,0.29,-9.88,0.33,,4,10,,8,4,,1,15,,76.5,83.5,,40.6,28.3,61.7,0.458,8.19,22.4,0.366,11.8,16.7,0.706,9.1,33.7,13.1,5.71,2.68,13.2,16.1
223,Oral Roberts,32,11,21,0.344,-6.66,1.05,,5,9,,8,5,,3,14,,72.9,77.6,,40.9,27.5,62.8,0.437,6.88,20,0.343,11.1,16.2,0.685,13.9,38.3,14.2,5.44,3.5,12.8,17.7
224,Oregon,36,23,13,0.639,10.7,4.84,,10,8,,16,3,,4,7,,78.3,72.4,,40.6,27.4,59.9,0.458,9,25.2,0.357,14.5,19,0.763,10.3,35.1,15.4,6.89,4.22,12.1,19.8
225,Oregon State,32,16,16,0.5,7.31,4.56,,7,11,,12,4,,1,9,,73.1,70.3,,40.6,25.9,55.6,0.467,6,18.2,0.329,15.2,21.5,0.708,10.4,35,14.8,6.63,3.63,13.3,20.1
226,Pacific,32,14,18,0.438,-0.55,1.8,,9,9,,8,8,,6,9,,71.3,72.4,,40.3,25.1,55.7,0.451,4.72,14.3,0.329,16.3,22.3,0.729,10.4,33.9,12.3,6.16,4.03,11.5,18.2
227,Penn State,39,26,13,0.667,15.85,7.79,,9,9,,15,4,,6,7,,74.7,66.7,,40.3,27.1,58.7,0.461,7.54,19.5,0.387,13,18.5,0.702,10.8,35.5,13.9,7.23,4.95,11.9,17.6
228,Pennsylvania ,33,24,9,0.727,2.24,-3.16,,12,2,,11,3,,9,4,,75.9,68.9,,41.1,27.1,59,0.458,8.82,25.2,0.35,13,19.7,0.659,8.58,37.5,15.4,5.88,2.79,11.8,17.2
229,Pepperdine,32,6,26,0.188,-6.5,1.82,,2,16,,5,11,,0,14,,71.3,78.6,,40.3,25.7,57.2,0.449,5.81,16.9,0.343,14.2,20.2,0.701,10.1,33.7,14,4.84,2.16,11.8,18
230,Pittsburgh,32,8,24,0.25,-1.87,8.48,,0,18,,7,11,,0,10,,62,72.4,,40.3,21.2,52.3,0.405,8.06,24.8,0.325,11.6,16.7,0.695,7.72,31.5,12.4,4.31,3.5,13.8,17.3
231,Portland,32,10,22,0.313,-6.6,2.43,,4,14,,7,9,,3,9,,69.4,74.1,,40.3,24.4,54.5,0.448,7.97,20.8,0.383,12.6,18.6,0.678,6.41,31.7,12.1,5.16,3.97,12,18
232,Portland State,34,20,14,0.588,-0.14,-1.04,,9,9,,8,5,,10,6,,85.2,79.4,,40.4,30.4,68.6,0.443,8.82,26,0.34,15.6,22.1,0.704,14.5,38.4,16.1,9.79,3.47,12.7,21.9
233,Prairie View,34,16,18,0.471,-10.13,-7.71,,12,6,,10,2,,5,15,,75.3,76.7,,40.3,26.2,60.1,0.436,7.26,22.1,0.328,15.6,23.3,0.671,11.9,34.8,12.9,7.56,3.03,13.5,22
